, "id", "k", "i", "j", "f", "Active"
1872, 1872, 1, 31, 42, 69.25563, 1
1873, 1873, 1, 31, 43, 67.03564, 1
1874, 1874, 1, 31, 44, 64.45731, 1
1875, 1875, 1, 31, 45, 61.45384, 1
1876, 1876, 1, 31, 46, 57.93697, 1
1877, 1877, 1, 31, 47, 53.7887, 1
1878, 1878, 1, 31, 48, 48.84978, 1
1879, 1879, 1, 31, 49, 42.90477, 1
1880, 1880, 1, 31, 50, 35.66308, 1
1881, 1881, 1, 31, 51, 26.72789, 1
1882, 1882, 1, 31, 52, 15.45823, 1
1883, 1883, 1, 31, 53, 0.0, 1
1884, 1884, 1, 31, 54, -999.0, 0
1885, 1885, 1, 31, 55, -999.0, 0
1886, 1886, 1, 31, 56, -999.0, 0
1887, 1887, 1, 31, 57, -999.0, 0
1888, 1888, 1, 31, 58, -999.0, 0
1889, 1889, 1, 31, 59, -999.0, 0
1890, 1890, 1, 31, 60, -999.0, 0
1891, 1891, 1, 31, 61, -999.0, 0
1892, 1892, 1, 32, 1, -999.0, 0
1893, 1893, 1, 32, 2, -999.0, 0
1894, 1894, 1, 32, 3, -999.0, 0
1895, 1895, 1, 32, 4, -999.0, 0
1896, 1896, 1, 32, 5, -999.0, 0
1897, 1897, 1, 32, 6, -999.0, 0
1898, 1898, 1, 32, 7, -999.0, 0
1899, 1899, 1, 32, 8, -999.0, 0
1900, 1900, 1, 32, 9, 0.0, 1
1901, 1901, 1, 32, 10, 8.924802, 1
1902, 1902, 1, 32, 11, 18.68851, 1
1903, 1903, 1, 32, 12, 26.62645, 1
1904, 1904, 1, 32, 13, 32.86506, 1
1905, 1905, 1, 32, 14, 37.82604, 1
1906, 1906, 1, 32, 15, 41.84834, 1
1907, 1907, 1, 32, 16, 45.16758, 1
1908, 1908, 1, 32, 17, 47.94606, 1
1909, 1909, 1, 32, 18, 50.29721, 1
1910, 1910, 1, 32, 19, 52.30191, 1
1911, 1911, 1, 32, 20, 54.01928, 1
1912, 1912, 1, 32, 21, 55.4934, 1
1913, 1913, 1, 32, 22, 56.75772, 1
1914, 1914, 1, 32, 23, 57.83793, 1
1915, 1915, 1, 32, 24, 58.75405, 1
1916, 1916, 1, 32, 25, 59.52176, 1
1917, 1917, 1, 32, 26, 60.15336, 1
1918, 1918, 1, 32, 27, 60.65844, 1
1919, 1919, 1, 32, 28, 61.04426, 1
1920, 1920, 1, 32, 29, 61.31621, 1
1921, 1921, 1, 32, 30, 61.47797, 1
1922, 1922, 1, 32, 31, 61.53168, 1
1923, 1923, 1, 32, 32, 61.47807, 1
1924, 1924, 1, 32, 33, 61.31641, 1
1925, 1925, 1, 32, 34, 61.04453, 1
1926, 1926, 1, 32, 35, 60.65873, 1
1927, 1927, 1, 32, 36, 60.15364, 1
1928, 1928, 1, 32, 37, 59.52196, 1
1929, 1929, 1, 32, 38, 58.75416, 1
1930, 1930, 1, 32, 39, 57.83798, 1
1931, 1931, 1, 32, 40, 56.75775, 1
1932, 1932, 1, 32, 41, 55.49345, 1
1933, 1933, 1, 32, 42, 54.01933, 1
1934, 1934, 1, 32, 43, 52.30195, 1
1935, 1935, 1, 32, 44, 50.29724, 1
1936, 1936, 1, 32, 45, 47.9461, 1
1937, 1937, 1, 32, 46, 45.16763, 1
1938, 1938, 1, 32, 47, 41.84846, 1
1939, 1939, 1, 32, 48, 37.82623, 1
1940, 1940, 1, 32, 49, 32.86473, 1
1941, 1941, 1, 32, 50, 26.62566, 1
1942, 1942, 1, 32, 51, 18.68757, 1
1943, 1943, 1, 32, 52, 8.924792, 1
1944, 1944, 1, 32, 53, 0.0, 1
1945, 1945, 1, 32, 54, -999.0, 0
1946, 1946, 1, 32, 55, -999.0, 0
1947, 1947, 1, 32, 56, -999.0, 0
1948, 1948, 1, 32, 57, -999.0, 0
1949, 1949, 1, 32, 58, -999.0, 0
1950, 1950, 1, 32, 59, -999.0, 0
1951, 1951, 1, 32, 60, -999.0, 0
1952, 1952, 1, 32, 61, -999.0, 0
1953, 1953, 1, 33, 1, -999.0, 0
1954, 1954, 1, 33, 2, -999.0, 0
1955, 1955, 1, 33, 3, -999.0, 0
1956, 1956, 1, 33, 4, -999.0, 0
1957, 1957, 1, 33, 5, -999.0, 0
1958, 1958, 1, 33, 6, -999.0, 0
1959, 1959, 1, 33, 7, -999.0, 0
1960, 1960, 1, 33, 8, -999.0, 0
1961, 1961, 1, 33, 9, -999.0, 0
1962, 1962, 1, 33, 10, 0.0, 1
1963, 1963, 1, 33, 11, 10.85632, 1
1964, 1964, 1, 33, 12, 17.67396, 1
1965, 1965, 1, 33, 13, 22.49859, 1
1966, 1966, 1, 33, 14, 26.14639, 1
1967, 1967, 1, 33, 15, 29.02145, 1
1968, 1968, 1, 33, 16, 31.35299, 1
1969, 1969, 1, 33, 17, 33.28244, 1
1970, 1970, 1, 33, 18, 34.90229, 1
1971, 1971, 1, 33, 19, 36.27573, 1
1972, 1972, 1, 33, 20, 37.44751, 1
1973, 1973, 1, 33, 21, 38.45024, 1
1974, 1974, 1, 33, 22, 39.30828, 1
1975, 1975, 1, 33, 23, 40.04011, 1
1976, 1976, 1, 33, 24, 40.65993, 1
1977, 1977, 1, 33, 25, 41.17878, 1
1978, 1978, 1, 33, 26, 41.60529, 1
1979, 1979, 1, 33, 27, 41.94613, 1
1980, 1980, 1, 33, 28, 42.20638, 1
1981, 1981, 1, 33, 29, 42.38975, 1
1982, 1982, 1, 33, 30, 42.49879, 1
1983, 1983, 1, 33, 31, 42.535, 1
1984, 1984, 1, 33, 32, 42.49885, 1
1985, 1985, 1, 33, 33, 42.38987, 1
1986, 1986, 1, 33, 34, 42.20654, 1
1987, 1987, 1, 33, 35, 41.94631, 1
1988, 1988, 1, 33, 36, 41.60546, 1
1989, 1989, 1, 33, 37, 41.17891, 1
1990, 1990, 1, 33, 38, 40.66002, 1
1991, 1991, 1, 33, 39, 40.04018, 1
1992, 1992, 1, 33, 40, 39.30835, 1
1993, 1993, 1, 33, 41, 38.45029, 1
1994, 1994, 1, 33, 42, 37.44753, 1
1995, 1995, 1, 33, 43, 36.27572, 1
1996, 1996, 1, 33, 44, 34.90224, 1
1997, 1997, 1, 33, 45, 33.28235, 1
1998, 1998, 1, 33, 46, 31.35283, 1
1999, 1999, 1, 33, 47, 29.02121, 1
2000, 2000, 1, 33, 48, 26.14609, 1
2001, 2001, 1, 33, 49, 22.49831, 1
2002, 2002, 1, 33, 50, 17.67375, 1
2003, 2003, 1, 33, 51, 10.85588, 1
2004, 2004, 1, 33, 52, 0.0, 1
2005, 2005, 1, 33, 53, -999.0, 0
2006, 2006, 1, 33, 54, -999.0, 0
2007, 2007, 1, 33, 55, -999.0, 0
2008, 2008, 1, 33, 56, -999.0, 0
2009, 2009, 1, 33, 57, -999.0, 0
2010, 2010, 1, 33, 58, -999.0, 0
2011, 2011, 1, 33, 59, -999.0, 0
2012, 2012, 1, 33, 60, -999.0, 0
2013, 2013, 1, 33, 61, -999.0, 0
2014, 2014, 1, 34, 1, -999.0, 0
2015, 2015, 1, 34, 2, -999.0, 0
2016, 2016, 1, 34, 3, -999.0, 0
2017, 2017, 1, 34, 4, -999.0, 0
2018, 2018, 1, 34, 5, -999.0, 0
2019, 2019, 1, 34, 6, -999.0, 0
2020, 2020, 1, 34, 7, -999.0, 0
2021, 2021, 1, 34, 8, -999.0, 0
2022, 2022, 1, 34, 9, -999.0, 0
2023, 2023, 1, 34, 10, 0.0, 1
2024, 2024, 1, 34, 11, 5.390744, 1
2025, 2025, 1, 34, 12, 9.092769, 1
2026, 2026, 1, 34, 13, 11.70689, 1
2027, 2027, 1, 34, 14, 13.64701, 1
2028, 2028, 1, 34, 15, 15.15149, 1
2029, 2029, 1, 34, 16, 16.3576, 1
2030, 2030, 1, 34, 17, 17.34794, 1
2031, 2031, 1, 34, 18, 18.17494, 1
2032, 2032, 1, 34, 19, 18.87351, 1
2033, 2033, 1, 34, 20, 19.46791, 1
2034, 2034, 1, 34, 21, 19.97555, 1
2035, 2035, 1, 34, 22, 20.40929, 1
2036, 2036, 1, 34, 23, 20.77882, 1
2037, 2037, 1, 34, 24, 21.09153, 1
2038, 2038, 1, 34, 25, 21.35313, 1
2039, 2039, 1, 34, 26, 21.56806, 1
2040, 2040, 1, 34, 27, 21.73975, 1
2041, 2041, 1, 34, 28, 21.87079, 1
2042, 2042, 1, 34, 29, 21.96311, 1
2043, 2043, 1, 34, 30, 22.01799, 1
2044, 2044, 1, 34, 31, 22.03621, 1
2045, 2045, 1, 34, 32, 22.01801, 1
2046, 2046, 1, 34, 33, 21.96315, 1
2047, 2047, 1, 34, 34, 21.87085, 1
2048, 2048, 1, 34, 35, 21.73981, 1
2049, 2049, 1, 34, 36, 21.56813, 1
2050, 2050, 1, 34, 37, 21.35319, 1
2051, 2051, 1, 34, 38, 21.09159, 1
2052, 2052, 1, 34, 39, 20.77888, 1
2053, 2053, 1, 34, 40, 20.40935, 1
2054, 2054, 1, 34, 41, 19.97559, 1
2055, 2055, 1, 34, 42, 19.46793, 1
2056, 2056, 1, 34, 43, 18.87352, 1
2057, 2057, 1, 34, 44, 18.17495, 1
2058, 2058, 1, 34, 45, 17.34796, 1
2059, 2059, 1, 34, 46, 16.35765, 1
2060, 2060, 1, 34, 47, 15.15159, 1
2061, 2061, 1, 34, 48, 13.64713, 1
2062, 2062, 1, 34, 49, 11.70687, 1
2063, 2063, 1, 34, 50, 9.09212, 1
2064, 2064, 1, 34, 51, 5.390738, 1
2065, 2065, 1, 34, 52, 0.0, 1
2066, 2066, 1, 34, 53, -999.0, 0
2067, 2067, 1, 34, 54, -999.0, 0
2068, 2068, 1, 34, 55, -999.0, 0
2069, 2069, 1, 34, 56, -999.0, 0
2070, 2070, 1, 34, 57, -999.0, 0
2071, 2071, 1, 34, 58, -999.0, 0
2072, 2072, 1, 34, 59, -999.0, 0
2073, 2073, 1, 34, 60, -999.0, 0
2074, 2074, 1, 34, 61, -999.0, 0
2075, 2075, 1, 35, 1, -999.0, 0
2076, 2076, 1, 35, 2, -999.0, 0
2077, 2077, 1, 35, 3, -999.0, 0
2078, 2078, 1, 35, 4, -999.0, 0
2079, 2079, 1, 35, 5, -999.0, 0
2080, 2080, 1, 35, 6, -999.0, 0
2081, 2081, 1, 35, 7, -999.0, 0
2082, 2082, 1, 35, 8, -999.0, 0
2083, 2083, 1, 35, 9, -999.0, 0
2084, 2084, 1, 35, 10, -999.0, 0
2085, 2085, 1, 35, 11, 0.0, 1
2086, 2086, 1, 35, 12, 0.0, 1
2087, 2087, 1, 35, 13, 0.0, 1
2088, 2088, 1, 35, 14, 0.0, 1
2089, 2089, 1, 35, 15, 0.0, 1
2090, 2090, 1, 35, 16, 0.0, 1
2091, 2091, 1, 35, 17, 0.0, 1
2092, 2092, 1, 35, 18, 0.0, 1
2093, 2093, 1, 35, 19, 0.0, 1
2094, 2094, 1, 35, 20, 0.0, 1
2095, 2095, 1, 35, 21, 0.0, 1
2096, 2096, 1, 35, 22, 0.0, 1
2097, 2097, 1, 35, 23, 0.0, 1
2098, 2098, 1, 35, 24, 0.0, 1
2099, 2099, 1, 35, 25, 0.0, 1
2100, 2100, 1, 35, 26, 0.0, 1
2101, 2101, 1, 35, 27, 0.0, 1
2102, 2102, 1, 35, 28, 0.0, 1
2103, 2103, 1, 35, 29, 0.0, 1
2104, 2104, 1, 35, 30, 0.0, 1
2105, 2105, 1, 35, 31, 0.0, 1
2106, 2106, 1, 35, 32, 0.0, 1
2107, 2107, 1, 35, 33, 0.0, 1
2108, 2108, 1, 35, 34, 0.0, 1
2109, 2109, 1, 35, 35, 0.0, 1
2110, 2110, 1, 35, 36, 0.0, 1
2111, 2111, 1, 35, 37, 0.0, 1
2112, 2112, 1, 35, 38, 0.0, 1
2113, 2113, 1, 35, 39, 0.0, 1
2114, 2114, 1, 35, 40, 0.0, 1
2115, 2115, 1, 35, 41, 0.0, 1
2116, 2116, 1, 35, 42, 0.0, 1
2117, 2117, 1, 35, 43, 0.0, 1
2118, 2118, 1, 35, 44, 0.0, 1
2119, 2119, 1, 35, 45, 0.0, 1
2120, 2120, 1, 35, 46, 0.0, 1
2121, 2121, 1, 35, 47, 0.0, 1
2122, 2122, 1, 35, 48, 0.0, 1
2123, 2123, 1, 35, 49, 0.0, 1
2124, 2124, 1, 35, 50, 0.0, 1
2125, 2125, 1, 35, 51, 0.0, 1
2126, 2126, 1, 35, 52, -999.0, 0
2127, 2127, 1, 35, 53, -999.0, 0
2128, 2128, 1, 35, 54, -999.0, 0
2129, 2129, 1, 35, 55, -999.0, 0
2130, 2130, 1, 35, 56, -999.0, 0
2131, 2131, 1, 35, 57, -999.0, 0
2132, 2132, 1, 35, 58, -999.0, 0
2133, 2133, 1, 35, 59, -999.0, 0
2134, 2134, 1, 35, 60, -999.0, 0
2135, 2135, 1, 35, 61, -999.0, 0
