, "id", "k", "i", "j", "f"
74, 74, 1, 3, 12, 90.19406
75, 75, 1, 3, 13, 88.77684
76, 76, 1, 3, 14, 86.66595
77, 77, 1, 3, 15, 83.8613
78, 78, 1, 3, 16, 80.36288
79, 79, 1, 3, 17, 79.8605
80, 80, 1, 3, 18, 78.66525
81, 81, 1, 3, 19, 76.77656
82, 82, 1, 3, 20, 74.19412
83, 83, 1, 3, 21, 70.91792
84, 84, 1, 3, 22, 66.94797
85, 85, 1, 3, 23, 62.28418
86, 86, 1, 3, 24, 56.92653
87, 87, 1, 3, 25, 50.87508
88, 88, 1, 3, 26, 44.12987
89, 89, 1, 3, 27, 36.69091
90, 90, 1, 3, 28, 28.55877
91, 91, 1, 3, 29, 19.73341
92, 92, 1, 3, 30, 10.21357
93, 93, 1, 3, 31, 0.0
94, 94, 1, 4, 1, 60.0
95, 95, 1, 4, 2, 66.21314
96, 96, 1, 4, 3, 71.73309
97, 97, 1, 4, 4, 76.5592
98, 98, 1, 4, 5, 80.69154
99, 99, 1, 4, 6, 84.13021
100, 100, 1, 4, 7, 86.87511
101, 101, 1, 4, 8, 88.92629
102, 102, 1, 4, 9, 90.28378
103, 103, 1, 4, 10, 90.94753
104, 104, 1, 4, 11, 90.91746
105, 105, 1, 4, 12, 90.19377
106, 106, 1, 4, 13, 88.77702
107, 107, 1, 4, 14, 86.66576
108, 108, 1, 4, 15, 83.8613
109, 109, 1, 4, 16, 80.36288
110, 110, 1, 4, 17, 79.86047
111, 111, 1, 4, 18, 78.66528
112, 112, 1, 4, 19, 76.77653
113, 113, 1, 4, 20, 74.19405
114, 114, 1, 4, 21, 70.91783
115, 115, 1, 4, 22, 66.94787
116, 116, 1, 4, 23, 62.2841
117, 117, 1, 4, 24, 56.92645
118, 118, 1, 4, 25, 50.87506
119, 119, 1, 4, 26, 44.13022
120, 120, 1, 4, 27, 36.69191
121, 121, 1, 4, 28, 28.55912
122, 122, 1, 4, 29, 19.73354
123, 123, 1, 4, 30, 10.21349
124, 124, 1, 4, 31, 0.0
125, 125, 1, 5, 1, 60.0
126, 126, 1, 5, 2, 66.21319
127, 127, 1, 5, 3, 71.73312
128, 128, 1, 5, 4, 76.55927
129, 129, 1, 5, 5, 80.69164
130, 130, 1, 5, 6, 84.13029
131, 131, 1, 5, 7, 86.87518
132, 132, 1, 5, 8, 88.92632
133, 133, 1, 5, 9, 90.28378
134, 134, 1, 5, 10, 90.9476
135, 135, 1, 5, 11, 90.91778
136, 136, 1, 5, 12, 90.19415
137, 137, 1, 5, 13, 88.77686
138, 138, 1, 5, 14, 86.66568
139, 139, 1, 5, 15, 83.86127
140, 140, 1, 5, 16, 80.36288
141, 141, 1, 5, 17, 79.86038
142, 142, 1, 5, 18, 78.6652
143, 143, 1, 5, 19, 76.77637
144, 144, 1, 5, 20, 74.19384
145, 145, 1, 5, 21, 70.9176
146, 146, 1, 5, 22, 66.94772
147, 147, 1, 5, 23, 62.28414
148, 148, 1, 5, 24, 56.92682
149, 149, 1, 5, 25, 50.87563
150, 150, 1, 5, 26, 44.13058
151, 151, 1, 5, 27, 36.69196
152, 152, 1, 5, 28, 28.55959
153, 153, 1, 5, 29, 19.73355
154, 154, 1, 5, 30, 10.21349
155, 155, 1, 5, 31, 0.0
156, 156, 1, 6, 1, 60.0
157, 157, 1, 6, 2, 66.21321
158, 158, 1, 6, 3, 71.73314
159, 159, 1, 6, 4, 76.55932
160, 160, 1, 6, 5, 80.69171
161, 161, 1, 6, 6, 84.13038
162, 162, 1, 6, 7, 86.87527
163, 163, 1, 6, 8, 88.9264
164, 164, 1, 6, 9, 90.28384
165, 165, 1, 6, 10, 90.94764
166, 166, 1, 6, 11, 90.91789
167, 167, 1, 6, 12, 90.19439
168, 168, 1, 6, 13, 88.7768
169, 169, 1, 6, 14, 86.66574
170, 170, 1, 6, 15, 83.86126
171, 171, 1, 6, 16, 80.36288
172, 172, 1, 6, 17, 79.86033
173, 173, 1, 6, 18, 78.66514
174, 174, 1, 6, 19, 76.77626
175, 175, 1, 6, 20, 74.19372
176, 176, 1, 6, 21, 70.9175
177, 177, 1, 6, 22, 66.94765
178, 178, 1, 6, 23, 62.28418
179, 179, 1, 6, 24, 56.927
180, 180, 1, 6, 25, 50.87603
181, 181, 1, 6, 26, 44.13103
182, 182, 1, 6, 27, 36.69211
183, 183, 1, 6, 28, 28.55985
184, 184, 1, 6, 29, 19.73357
185, 185, 1, 6, 30, 10.21352
186, 186, 1, 6, 31, 0.0
187, 187, 1, 7, 1, 60.0
188, 188, 1, 7, 2, 66.21321
189, 189, 1, 7, 3, 71.73313
190, 190, 1, 7, 4, 76.55934
191, 191, 1, 7, 5, 80.69177
192, 192, 1, 7, 6, 84.13049
193, 193, 1, 7, 7, 86.87541
194, 194, 1, 7, 8, 88.92656
195, 195, 1, 7, 9, 90.284
196, 196, 1, 7, 10, 90.94777
197, 197, 1, 7, 11, 90.9179
198, 198, 1, 7, 12, 90.19434
199, 199, 1, 7, 13, 88.77678
200, 200, 1, 7, 14, 86.66582
201, 201, 1, 7, 15, 83.86128
202, 202, 1, 7, 16, 80.36288
203, 203, 1, 7, 17, 79.86037
204, 204, 1, 7, 18, 78.66515
205, 205, 1, 7, 19, 76.77627
206, 206, 1, 7, 20, 74.19372
207, 207, 1, 7, 21, 70.9175
208, 208, 1, 7, 22, 66.94769
209, 209, 1, 7, 23, 62.28425
210, 210, 1, 7, 24, 56.92706
211, 211, 1, 7, 25, 50.87606
212, 212, 1, 7, 26, 44.13118
213, 213, 1, 7, 27, 36.69235
214, 214, 1, 7, 28, 28.56001
215, 215, 1, 7, 29, 19.73363
216, 216, 1, 7, 30, 10.21357
217, 217, 1, 7, 31, 0.0
218, 218, 1, 8, 1, 60.0
219, 219, 1, 8, 2, 66.21322
220, 220, 1, 8, 3, 71.73311
221, 221, 1, 8, 4, 76.55934
222, 222, 1, 8, 5, 80.69181
223, 223, 1, 8, 6, 84.1306
224, 224, 1, 8, 7, 86.8756
225, 225, 1, 8, 8, 88.92679
226, 226, 1, 8, 9, 90.28422
227, 227, 1, 8, 10, 90.94793
228, 228, 1, 8, 11, 90.91791
229, 229, 1, 8, 12, 90.1942
230, 230, 1, 8, 13, 88.77674
231, 231, 1, 8, 14, 86.66588
232, 232, 1, 8, 15, 83.86131
233, 233, 1, 8, 16, 80.36288
234, 234, 1, 8, 17, 79.86049
235, 235, 1, 8, 18, 78.66527
236, 236, 1, 8, 19, 76.77639
237, 237, 1, 8, 20, 74.19383
238, 238, 1, 8, 21, 70.91757
239, 239, 1, 8, 22, 66.94772
240, 240, 1, 8, 23, 62.28427
241, 241, 1, 8, 24, 56.92706
242, 242, 1, 8, 25, 50.87601
243, 243, 1, 8, 26, 44.13115
244, 244, 1, 8, 27, 36.69247
245, 245, 1, 8, 28, 28.56008
246, 246, 1, 8, 29, 19.73368
247, 247, 1, 8, 30, 10.21362
248, 248, 1, 8, 31, 0.0
249, 249, 1, 9, 1, 60.0
250, 250, 1, 9, 2, 66.21323
251, 251, 1, 9, 3, 71.73309
252, 252, 1, 9, 4, 76.55932
253, 253, 1, 9, 5, 80.6918
254, 254, 1, 9, 6, 84.13065
255, 255, 1, 9, 7, 86.87577
256, 256, 1, 9, 8, 88.92705
257, 257, 1, 9, 9, 90.28448
258, 258, 1, 9, 10, 90.94811
259, 259, 1, 9, 11, 90.91797
260, 260, 1, 9, 12, 90.19412
261, 261, 1, 9, 13, 88.7767
262, 262, 1, 9, 14, 86.66588
263, 263, 1, 9, 15, 83.86131
264, 264, 1, 9, 16, 80.36288
265, 265, 1, 9, 17, 79.86068
266, 266, 1, 9, 18, 78.66544
267, 267, 1, 9, 19, 76.77658
268, 268, 1, 9, 20, 74.19402
269, 269, 1, 9, 21, 70.91771
270, 270, 1, 9, 22, 66.94773
271, 271, 1, 9, 23, 62.28418
272, 272, 1, 9, 24, 56.92695
273, 273, 1, 9, 25, 50.87593
274, 274, 1, 9, 26, 44.1311
275, 275, 1, 9, 27, 36.6925
276, 276, 1, 9, 28, 28.56008
277, 277, 1, 9, 29, 19.73371
278, 278, 1, 9, 30, 10.21366
279, 279, 1, 9, 31, 0.0
280, 280, 1, 10, 1, 60.0
281, 281, 1, 10, 2, 66.21328
282, 282, 1, 10, 3, 71.73311
283, 283, 1, 10, 4, 76.5593
284, 284, 1, 10, 5, 80.69176
285, 285, 1, 10, 6, 84.13061
286, 286, 1, 10, 7, 86.8758
287, 287, 1, 10, 8, 88.9272
288, 288, 1, 10, 9, 90.28471
289, 289, 1, 10, 10, 90.94833
290, 290, 1, 10, 11, 90.91811
291, 291, 1, 10, 12, 90.19418
292, 292, 1, 10, 13, 88.77673
293, 293, 1, 10, 14, 86.66586
294, 294, 1, 10, 15, 83.86129
295, 295, 1, 10, 16, 80.36288
296, 296, 1, 10, 17, 79.86089
297, 297, 1, 10, 18, 78.66564
298, 298, 1, 10, 19, 76.77679
299, 299, 1, 10, 20, 74.19423
300, 300, 1, 10, 21, 70.91788
301, 301, 1, 10, 22, 66.9478
302, 302, 1, 10, 23, 62.28408
303, 303, 1, 10, 24, 56.92677
304, 304, 1, 10, 25, 50.87576
305, 305, 1, 10, 26, 44.13099
306, 306, 1, 10, 27, 36.69246
307, 307, 1, 10, 28, 28.56005
308, 308, 1, 10, 29, 19.73372
309, 309, 1, 10, 30, 10.21369
310, 310, 1, 10, 31, 0.0
311, 311, 1, 11, 1, 60.0
312, 312, 1, 11, 2, 66.21334
313, 313, 1, 11, 3, 71.73315
314, 314, 1, 11, 4, 76.55934
315, 315, 1, 11, 5, 80.69174
316, 316, 1, 11, 6, 84.13052
317, 317, 1, 11, 7, 86.87569
318, 318, 1, 11, 8, 88.92716
319, 319, 1, 11, 9, 90.28478
320, 320, 1, 11, 10, 90.9485
321, 321, 1, 11, 11, 90.91832
322, 322, 1, 11, 12, 90.19436
323, 323, 1, 11, 13, 88.77686
324, 324, 1, 11, 14, 86.6659
325, 325, 1, 11, 15, 83.86127
326, 326, 1, 11, 16, 80.36288
327, 327, 1, 11, 17, 79.8611
328, 328, 1, 11, 18, 78.66583
329, 329, 1, 11, 19, 76.77696
330, 330, 1, 11, 20, 74.1944
331, 331, 1, 11, 21, 70.91805
332, 332, 1, 11, 22, 66.94791
333, 333, 1, 11, 23, 62.28407
334, 334, 1, 11, 24, 56.92662
335, 335, 1, 11, 25, 50.87556
336, 336, 1, 11, 26, 44.13083
337, 337, 1, 11, 27, 36.69234
338, 338, 1, 11, 28, 28.55997
339, 339, 1, 11, 29, 19.7337
340, 340, 1, 11, 30, 10.2137
341, 341, 1, 11, 31, 0.0
342, 342, 1, 12, 1, 60.0
343, 343, 1, 12, 2, 66.21342
344, 344, 1, 12, 3, 71.73323
345, 345, 1, 12, 4, 76.55943
346, 346, 1, 12, 5, 80.69179
347, 347, 1, 12, 6, 84.13046
348, 348, 1, 12, 7, 86.87553
349, 349, 1, 12, 8, 88.92696
350, 350, 1, 12, 9, 90.28465
351, 351, 1, 12, 10, 90.94849
352, 352, 1, 12, 11, 90.91846
353, 353, 1, 12, 12, 90.1946
354, 354, 1, 12, 13, 88.77708
355, 355, 1, 12, 14, 86.66602
356, 356, 1, 12, 15, 83.8613
357, 357, 1, 12, 16, 80.36288
358, 358, 1, 12, 17, 79.86131
359, 359, 1, 12, 18, 78.66602
360, 360, 1, 12, 19, 76.77711
361, 361, 1, 12, 20, 74.19453
362, 362, 1, 12, 21, 70.91816
363, 363, 1, 12, 22, 66.94799
364, 364, 1, 12, 23, 62.28409
365, 365, 1, 12, 24, 56.92656
366, 366, 1, 12, 25, 50.87543
367, 367, 1, 12, 26, 44.13068
368, 368, 1, 12, 27, 36.6922
369, 369, 1, 12, 28, 28.55986
370, 370, 1, 12, 29, 19.73366
371, 371, 1, 12, 30, 10.21369
372, 372, 1, 12, 31, 0.0
373, 373, 1, 13, 1, 60.0
374, 374, 1, 13, 2, 66.21351
375, 375, 1, 13, 3, 71.73331
376, 376, 1, 13, 4, 76.55953
377, 377, 1, 13, 5, 80.69189
378, 378, 1, 13, 6, 84.13049
379, 379, 1, 13, 7, 86.87544
380, 380, 1, 13, 8, 88.92674
381, 381, 1, 13, 9, 90.28438
382, 382, 1, 13, 10, 90.9483
383, 383, 1, 13, 11, 90.91842
384, 384, 1, 13, 12, 90.19473
385, 385, 1, 13, 13, 88.77731
386, 386, 1, 13, 14, 86.66618
387, 387, 1, 13, 15, 83.86136
388, 388, 1, 13, 16, 80.36288
389, 389, 1, 13, 17, 79.86148
390, 390, 1, 13, 18, 78.66618
391, 391, 1, 13, 19, 76.77725
392, 392, 1, 13, 20, 74.19463
393, 393, 1, 13, 21, 70.91823
394, 394, 1, 13, 22, 66.94803
395, 395, 1, 13, 23, 62.28409
396, 396, 1, 13, 24, 56.92651
397, 397, 1, 13, 25, 50.87534
398, 398, 1, 13, 26, 44.13056
399, 399, 1, 13, 27, 36.69208
400, 400, 1, 13, 28, 28.55976
401, 401, 1, 13, 29, 19.7336
402, 402, 1, 13, 30, 10.21367
403, 403, 1, 13, 31, 0.0
404, 404, 1, 14, 1, 60.0
405, 405, 1, 14, 2, 66.21358
406, 406, 1, 14, 3, 71.73338
407, 407, 1, 14, 4, 76.55962
408, 408, 1, 14, 5, 80.692
409, 409, 1, 14, 6, 84.13059
410, 410, 1, 14, 7, 86.87546
411, 411, 1, 14, 8, 88.92663
412, 412, 1, 14, 9, 90.28415
413, 413, 1, 14, 10, 90.94802
414, 414, 1, 14, 11, 90.91823
415, 415, 1, 14, 12, 90.19471
416, 416, 1, 14, 13, 88.77742
417, 417, 1, 14, 14, 86.66633
418, 418, 1, 14, 15, 83.86145
419, 419, 1, 14, 16, 80.36288
420, 420, 1, 14, 17, 79.86163
421, 421, 1, 14, 18, 78.66632
422, 422, 1, 14, 19, 76.77739
423, 423, 1, 14, 20, 74.19475
424, 424, 1, 14, 21, 70.91832
425, 425, 1, 14, 22, 66.94807
426, 426, 1, 14, 23, 62.28409
427, 427, 1, 14, 24, 56.92646
428, 428, 1, 14, 25, 50.87524
429, 429, 1, 14, 26, 44.13044
430, 430, 1, 14, 27, 36.69196
431, 431, 1, 14, 28, 28.55968
432, 432, 1, 14, 29, 19.73357
433, 433, 1, 14, 30, 10.21366
434, 434, 1, 14, 31, 0.0
435, 435, 1, 15, 1, 60.0
436, 436, 1, 15, 2, 66.21365
437, 437, 1, 15, 3, 71.73343
438, 438, 1, 15, 4, 76.55967
439, 439, 1, 15, 5, 80.69208
440, 440, 1, 15, 6, 84.13069
441, 441, 1, 15, 7, 86.87555
442, 442, 1, 15, 8, 88.92666
443, 443, 1, 15, 9, 90.28407
444, 444, 1, 15, 10, 90.94784
445, 445, 1, 15, 11, 90.91801
446, 446, 1, 15, 12, 90.19456
447, 447, 1, 15, 13, 88.77738
448, 448, 1, 15, 14, 86.66638
449, 449, 1, 15, 15, 83.86152
450, 450, 1, 15, 16, 80.36288
451, 451, 1, 15, 17, 79.86176
452, 452, 1, 15, 18, 78.66643
453, 453, 1, 15, 19, 76.77749
454, 454, 1, 15, 20, 74.19486
455, 455, 1, 15, 21, 70.91844
456, 456, 1, 15, 22, 66.94819
457, 457, 1, 15, 23, 62.28415
458, 458, 1, 15, 24, 56.92644
459, 459, 1, 15, 25, 50.87514
460, 460, 1, 15, 26, 44.13028
461, 461, 1, 15, 27, 36.6918
462, 462, 1, 15, 28, 28.55957
463, 463, 1, 15, 29, 19.73353
464, 464, 1, 15, 30, 10.21365
465, 465, 1, 15, 31, 0.0
466, 466, 1, 16, 1, 60.0
467, 467, 1, 16, 2, 66.21371
468, 468, 1, 16, 3, 71.73345
469, 469, 1, 16, 4, 76.55968
470, 470, 1, 16, 5, 80.6921
471, 471, 1, 16, 6, 84.13074
472, 472, 1, 16, 7, 86.87563
473, 473, 1, 16, 8, 88.92675
474, 474, 1, 16, 9, 90.28413
475, 475, 1, 16, 10, 90.94781
476, 476, 1, 16, 11, 90.9179
477, 477, 1, 16, 12, 90.19441
478, 478, 1, 16, 13, 88.77728
479, 479, 1, 16, 14, 86.66634
480, 480, 1, 16, 15, 83.86153
481, 481, 1, 16, 16, 80.36288
482, 482, 1, 16, 17, 79.86184
483, 483, 1, 16, 18, 78.66649
484, 484, 1, 16, 19, 76.77754
485, 485, 1, 16, 20, 74.19494
486, 486, 1, 16, 21, 70.91856
487, 487, 1, 16, 22, 66.94835
488, 488, 1, 16, 23, 62.28432
489, 489, 1, 16, 24, 56.92654
490, 490, 1, 16, 25, 50.87513
491, 491, 1, 16, 26, 44.13015
492, 492, 1, 16, 27, 36.6916
493, 493, 1, 16, 28, 28.5594
494, 494, 1, 16, 29, 19.73344
495, 495, 1, 16, 30, 10.21364
496, 496, 1, 16, 31, 0.0
497, 497, 1, 17, 1, 60.0
498, 498, 1, 17, 2, 66.21376
499, 499, 1, 17, 3, 71.73347
500, 500, 1, 17, 4, 76.55968
501, 501, 1, 17, 5, 80.69208
502, 502, 1, 17, 6, 84.13072
503, 503, 1, 17, 7, 86.87565
504, 504, 1, 17, 8, 88.92683
505, 505, 1, 17, 9, 90.28424
506, 506, 1, 17, 10, 90.94792
507, 507, 1, 17, 11, 90.91795
508, 508, 1, 17, 12, 90.19437
509, 509, 1, 17, 13, 88.77718
510, 510, 1, 17, 14, 86.66626
511, 511, 1, 17, 15, 83.8615
512, 512, 1, 17, 16, 80.36288
513, 513, 1, 17, 17, 79.8619
514, 514, 1, 17, 18, 78.66651
515, 515, 1, 17, 19, 76.77754
516, 516, 1, 17, 20, 74.19494
517, 517, 1, 17, 21, 70.91862
518, 518, 1, 17, 22, 66.94849
519, 519, 1, 17, 23, 62.28454
520, 520, 1, 17, 24, 56.92678
521, 521, 1, 17, 25, 50.87529
522, 522, 1, 17, 26, 44.13016
523, 523, 1, 17, 27, 36.69146
524, 524, 1, 17, 28, 28.5592
525, 525, 1, 17, 29, 19.7333
526, 526, 1, 17, 30, 10.21359
527, 527, 1, 17, 31, 0.0
528, 528, 1, 18, 1, 60.0
529, 529, 1, 18, 2, 66.2138
530, 530, 1, 18, 3, 71.73349
531, 531, 1, 18, 4, 76.55966
532, 532, 1, 18, 5, 80.69203
533, 533, 1, 18, 6, 84.13065
534, 534, 1, 18, 7, 86.87559
535, 535, 1, 18, 8, 88.92683
536, 536, 1, 18, 9, 90.28432
537, 537, 1, 18, 10, 90.94806
538, 538, 1, 18, 11, 90.91809
539, 539, 1, 18, 12, 90.19447
540, 540, 1, 18, 13, 88.77719
541, 541, 1, 18, 14, 86.66621
542, 542, 1, 18, 15, 83.86147
543, 543, 1, 18, 16, 80.36288
544, 544, 1, 18, 17, 79.86194
545, 545, 1, 18, 18, 78.66651
546, 546, 1, 18, 19, 76.7775
547, 547, 1, 18, 20, 74.19488
548, 548, 1, 18, 21, 70.91859
549, 549, 1, 18, 22, 66.94854
550, 550, 1, 18, 23, 62.2847
551, 551, 1, 18, 24, 56.92704
552, 552, 1, 18, 25, 50.87558
553, 553, 1, 18, 26, 44.13036
554, 554, 1, 18, 27, 36.69149
555, 555, 1, 18, 28, 28.55909
556, 556, 1, 18, 29, 19.73314
557, 557, 1, 18, 30, 10.21351
558, 558, 1, 18, 31, 0.0
559, 559, 1, 19, 1, 60.0
560, 560, 1, 19, 2, 66.21384
561, 561, 1, 19, 3, 71.73351
562, 562, 1, 19, 4, 76.55966
563, 563, 1, 19, 5, 80.692
564, 564, 1, 19, 6, 84.13059
565, 565, 1, 19, 7, 86.8755
566, 566, 1, 19, 8, 88.92676
567, 567, 1, 19, 9, 90.28431
568, 568, 1, 19, 10, 90.94814
569, 569, 1, 19, 11, 90.91823
570, 570, 1, 19, 12, 90.19461
571, 571, 1, 19, 13, 88.77729
572, 572, 1, 19, 14, 86.66624
573, 573, 1, 19, 15, 83.86145
574, 574, 1, 19, 16, 80.36288
575, 575, 1, 19, 17, 79.86198
576, 576, 1, 19, 18, 78.66651
577, 577, 1, 19, 19, 76.77746
578, 578, 1, 19, 20, 74.19479
579, 579, 1, 19, 21, 70.91848
580, 580, 1, 19, 22, 66.94848
581, 581, 1, 19, 23, 62.28473
582, 582, 1, 19, 24, 56.9272
583, 583, 1, 19, 25, 50.87585
584, 584, 1, 19, 26, 44.13068
585, 585, 1, 19, 27, 36.69172
586, 586, 1, 19, 28, 28.55914
587, 587, 1, 19, 29, 19.73307
588, 588, 1, 19, 30, 10.21343
589, 589, 1, 19, 31, 0.0
590, 590, 1, 20, 1, 60.0
591, 591, 1, 20, 2, 66.21387
592, 592, 1, 20, 3, 71.73352
593, 593, 1, 20, 4, 76.55967
594, 594, 1, 20, 5, 80.692
595, 595, 1, 20, 6, 84.13056
596, 596, 1, 20, 7, 86.87544
597, 597, 1, 20, 8, 88.92668
598, 598, 1, 20, 9, 90.28426
599, 599, 1, 20, 10, 90.94814
600, 600, 1, 20, 11, 90.9183
601, 601, 1, 20, 12, 90.19473
602, 602, 1, 20, 13, 88.77741
603, 603, 1, 20, 14, 86.66633
604, 604, 1, 20, 15, 83.86148
605, 605, 1, 20, 16, 80.36288
606, 606, 1, 20, 17, 79.862
607, 607, 1, 20, 18, 78.66651
608, 608, 1, 20, 19, 76.77742
609, 609, 1, 20, 20, 74.19472
610, 610, 1, 20, 21, 70.91837
611, 611, 1, 20, 22, 66.94836
612, 612, 1, 20, 23, 62.28464
613, 613, 1, 20, 24, 56.9272
614, 614, 1, 20, 25, 50.87599
615, 615, 1, 20, 26, 44.13094
616, 616, 1, 20, 27, 36.69203
617, 617, 1, 20, 28, 28.55936
618, 618, 1, 20, 29, 19.73314
619, 619, 1, 20, 30, 10.2134
620, 620, 1, 20, 31, 0.0
621, 621, 1, 21, 1, 60.0
622, 622, 1, 21, 2, 66.2139
623, 623, 1, 21, 3, 71.73353
624, 624, 1, 21, 4, 76.55968
625, 625, 1, 21, 5, 80.69202
626, 626, 1, 21, 6, 84.13058
627, 627, 1, 21, 7, 86.87543
628, 628, 1, 21, 8, 88.92664
629, 629, 1, 21, 9, 90.28419
630, 630, 1, 21, 10, 90.94809
631, 631, 1, 21, 11, 90.9183
632, 632, 1, 21, 12, 90.19478
633, 633, 1, 21, 13, 88.7775
634, 634, 1, 21, 14, 86.66642
635, 635, 1, 21, 15, 83.86153
636, 636, 1, 21, 16, 80.36288
637, 637, 1, 21, 17, 79.86201
638, 638, 1, 21, 18, 78.66652
639, 639, 1, 21, 19, 76.7774
640, 640, 1, 21, 20, 74.19467
641, 641, 1, 21, 21, 70.91829
642, 642, 1, 21, 22, 66.94825
643, 643, 1, 21, 23, 62.28452
644, 644, 1, 21, 24, 56.9271
645, 645, 1, 21, 25, 50.87597
646, 646, 1, 21, 26, 44.13104
647, 647, 1, 21, 27, 36.69225
648, 648, 1, 21, 28, 28.55961
649, 649, 1, 21, 29, 19.7333
650, 650, 1, 21, 30, 10.21345
651, 651, 1, 21, 31, 0.0
652, 652, 1, 22, 1, 60.0
653, 653, 1, 22, 2, 66.21391
654, 654, 1, 22, 3, 71.73352
655, 655, 1, 22, 4, 76.55966
656, 656, 1, 22, 5, 80.69204
657, 657, 1, 22, 6, 84.13064
658, 658, 1, 22, 7, 86.8755
659, 659, 1, 22, 8, 88.92667
660, 660, 1, 22, 9, 90.28419
661, 661, 1, 22, 10, 90.94807
662, 662, 1, 22, 11, 90.91827
663, 663, 1, 22, 12, 90.19478
664, 664, 1, 22, 13, 88.77753
665, 665, 1, 22, 14, 86.66647
666, 666, 1, 22, 15, 83.86156
667, 667, 1, 22, 16, 80.36288
668, 668, 1, 22, 17, 79.86203
669, 669, 1, 22, 18, 78.66652
670, 670, 1, 22, 19, 76.7774
671, 671, 1, 22, 20, 74.19465
672, 672, 1, 22, 21, 70.91825
673, 673, 1, 22, 22, 66.94819
674, 674, 1, 22, 23, 62.28445
675, 675, 1, 22, 24, 56.92702
676, 676, 1, 22, 25, 50.87587
677, 677, 1, 22, 26, 44.131
678, 678, 1, 22, 27, 36.69231
679, 679, 1, 22, 28, 28.55977
680, 680, 1, 22, 29, 19.73346
681, 681, 1, 22, 30, 10.21353
682, 682, 1, 22, 31, 0.0
683, 683, 1, 23, 1, 60.0
684, 684, 1, 23, 2, 66.21393
685, 685, 1, 23, 3, 71.7335
686, 686, 1, 23, 4, 76.55963
687, 687, 1, 23, 5, 80.69203
688, 688, 1, 23, 6, 84.13068
689, 689, 1, 23, 7, 86.8756
690, 690, 1, 23, 8, 88.92678
691, 691, 1, 23, 9, 90.28427
692, 692, 1, 23, 10, 90.9481
693, 693, 1, 23, 11, 90.91827
694, 694, 1, 23, 12, 90.19476
695, 695, 1, 23, 13, 88.77753
696, 696, 1, 23, 14, 86.6665
697, 697, 1, 23, 15, 83.86159
698, 698, 1, 23, 16, 80.36288
699, 699, 1, 23, 17, 79.86204
700, 700, 1, 23, 18, 78.66652
