, "id", "k", "i", "j", "f", "Active"
64, 64, 1, 2, 23, -999.0, 0
65, 65, 1, 2, 24, -999.0, 0
66, 66, 1, 2, 25, -999.0, 0
67, 67, 1, 2, 26, -999.0, 0
68, 68, 1, 2, 27, -999.0, 0
69, 69, 1, 2, 28, -999.0, 0
70, 70, 1, 2, 29, -999.0, 0
71, 71, 1, 2, 30, -999.0, 0
72, 72, 1, 2, 31, -999.0, 0
73, 73, 1, 2, 32, -999.0, 0
74, 74, 1, 2, 33, -999.0, 0
75, 75, 1, 2, 34, -999.0, 0
76, 76, 1, 2, 35, -999.0, 0
77, 77, 1, 2, 36, -999.0, 0
78, 78, 1, 2, 37, -999.0, 0
79, 79, 1, 2, 38, -999.0, 0
80, 80, 1, 2, 39, -999.0, 0
81, 81, 1, 2, 40, -999.0, 0
82, 82, 1, 2, 41, -999.0, 0
83, 83, 1, 3, 1, -999.0, 0
84, 84, 1, 3, 2, -999.0, 0
85, 85, 1, 3, 3, -999.0, 0
86, 86, 1, 3, 4, -999.0, 0
87, 87, 1, 3, 5, -999.0, 0
88, 88, 1, 3, 6, -999.0, 0
89, 89, 1, 3, 7, -999.0, 0
90, 90, 1, 3, 8, -999.0, 0
91, 91, 1, 3, 9, -999.0, 0
92, 92, 1, 3, 10, -999.0, 0
93, 93, 1, 3, 11, -999.0, 0
94, 94, 1, 3, 12, -999.0, 0
95, 95, 1, 3, 13, -999.0, 0
96, 96, 1, 3, 14, -999.0, 0
97, 97, 1, 3, 15, -999.0, 0
98, 98, 1, 3, 16, -999.0, 0
99, 99, 1, 3, 17, -999.0, 0
100, 100, 1, 3, 18, 137.3107, 1
101, 101, 1, 3, 19, 138.298, 1
102, 102, 1, 3, 20, 139.8619, 1
103, 103, 1, 3, 21, 140.3564, 1
104, 104, 1, 3, 22, 139.8643, 1
105, 105, 1, 3, 23, 138.3036, 1
106, 106, 1, 3, 24, 137.3184, 1
107, 107, 1, 3, 25, -999.0, 0
108, 108, 1, 3, 26, -999.0, 0
109, 109, 1, 3, 27, -999.0, 0
110, 110, 1, 3, 28, -999.0, 0
111, 111, 1, 3, 29, -999.0, 0
112, 112, 1, 3, 30, -999.0, 0
113, 113, 1, 3, 31, -999.0, 0
114, 114, 1, 3, 32, -999.0, 0
115, 115, 1, 3, 33, -999.0, 0
116, 116, 1, 3, 34, -999.0, 0
117, 117, 1, 3, 35, -999.0, 0
118, 118, 1, 3, 36, -999.0, 0
119, 119, 1, 3, 37, -999.0, 0
120, 120, 1, 3, 38, -999.0, 0
121, 121, 1, 3, 39, -999.0, 0
122, 122, 1, 3, 40, -999.0, 0
123, 123, 1, 3, 41, -999.0, 0
124, 124, 1, 4, 1, -999.0, 0
125, 125, 1, 4, 2, -999.0, 0
126, 126, 1, 4, 3, -999.0, 0
127, 127, 1, 4, 4, -999.0, 0
128, 128, 1, 4, 5, -999.0, 0
129, 129, 1, 4, 6, -999.0, 0
130, 130, 1, 4, 7, -999.0, 0
131, 131, 1, 4, 8, -999.0, 0
132, 132, 1, 4, 9, -999.0, 0
133, 133, 1, 4, 10, -999.0, 0
134, 134, 1, 4, 11, -999.0, 0
135, 135, 1, 4, 12, -999.0, 0
136, 136, 1, 4, 13, -999.0, 0
137, 137, 1, 4, 14, -999.0, 0
138, 138, 1, 4, 15, -999.0, 0
139, 139, 1, 4, 16, -999.0, 0
140, 140, 1, 4, 17, 132.5474, 1
141, 141, 1, 4, 18, 134.6067, 1
142, 142, 1, 4, 19, 136.0256, 1
143, 143, 1, 4, 20, 137.1046, 1
144, 144, 1, 4, 21, 137.4861, 1
145, 145, 1, 4, 22, 137.1079, 1
146, 146, 1, 4, 23, 136.0325, 1
147, 147, 1, 4, 24, 134.6168, 1
148, 148, 1, 4, 25, 132.5608, 1
149, 149, 1, 4, 26, -999.0, 0
150, 150, 1, 4, 27, -999.0, 0
151, 151, 1, 4, 28, -999.0, 0
152, 152, 1, 4, 29, -999.0, 0
153, 153, 1, 4, 30, -999.0, 0
154, 154, 1, 4, 31, -999.0, 0
155, 155, 1, 4, 32, -999.0, 0
156, 156, 1, 4, 33, -999.0, 0
157, 157, 1, 4, 34, -999.0, 0
158, 158, 1, 4, 35, -999.0, 0
159, 159, 1, 4, 36, -999.0, 0
160, 160, 1, 4, 37, -999.0, 0
161, 161, 1, 4, 38, -999.0, 0
162, 162, 1, 4, 39, -999.0, 0
163, 163, 1, 4, 40, -999.0, 0
164, 164, 1, 4, 41, -999.0, 0
165, 165, 1, 5, 1, -999.0, 0
166, 166, 1, 5, 2, -999.0, 0
167, 167, 1, 5, 3, -999.0, 0
168, 168, 1, 5, 4, -999.0, 0
169, 169, 1, 5, 5, -999.0, 0
170, 170, 1, 5, 6, -999.0, 0
171, 171, 1, 5, 7, -999.0, 0
172, 172, 1, 5, 8, -999.0, 0
173, 173, 1, 5, 9, -999.0, 0
174, 174, 1, 5, 10, -999.0, 0
175, 175, 1, 5, 11, -999.0, 0
176, 176, 1, 5, 12, -999.0, 0
177, 177, 1, 5, 13, -999.0, 0
178, 178, 1, 5, 14, -999.0, 0
179, 179, 1, 5, 15, -999.0, 0
180, 180, 1, 5, 16, 125.7783, 1
181, 181, 1, 5, 17, 128.7172, 1
182, 182, 1, 5, 18, 130.9087, 1
183, 183, 1, 5, 19, 132.4435, 1
184, 184, 1, 5, 20, 133.4131, 1
185, 185, 1, 5, 21, 133.7469, 1
186, 186, 1, 5, 22, 133.4174, 1
187, 187, 1, 5, 23, 132.4521, 1
188, 188, 1, 5, 24, 130.9216, 1
189, 189, 1, 5, 25, 128.7342, 1
190, 190, 1, 5, 26, 125.7997, 1
191, 191, 1, 5, 27, -999.0, 0
192, 192, 1, 5, 28, -999.0, 0
193, 193, 1, 5, 29, -999.0, 0
194, 194, 1, 5, 30, -999.0, 0
195, 195, 1, 5, 31, -999.0, 0
196, 196, 1, 5, 32, -999.0, 0
197, 197, 1, 5, 33, -999.0, 0
198, 198, 1, 5, 34, -999.0, 0
199, 199, 1, 5, 35, -999.0, 0
200, 200, 1, 5, 36, -999.0, 0
201, 201, 1, 5, 37, -999.0, 0
202, 202, 1, 5, 38, -999.0, 0
203, 203, 1, 5, 39, -999.0, 0
204, 204, 1, 5, 40, -999.0, 0
205, 205, 1, 5, 41, -999.0, 0
206, 206, 1, 6, 1, -999.0, 0
207, 207, 1, 6, 2, -999.0, 0
208, 208, 1, 6, 3, -999.0, 0
209, 209, 1, 6, 4, -999.0, 0
210, 210, 1, 6, 5, -999.0, 0
211, 211, 1, 6, 6, -999.0, 0
212, 212, 1, 6, 7, -999.0, 0
213, 213, 1, 6, 8, -999.0, 0
214, 214, 1, 6, 9, -999.0, 0
215, 215, 1, 6, 10, -999.0, 0
216, 216, 1, 6, 11, -999.0, 0
217, 217, 1, 6, 12, -999.0, 0
218, 218, 1, 6, 13, -999.0, 0
219, 219, 1, 6, 14, -999.0, 0
220, 220, 1, 6, 15, 117.2167, 1
221, 221, 1, 6, 16, 121.0239, 1
222, 222, 1, 6, 17, 124.0055, 1
223, 223, 1, 6, 18, 126.2343, 1
224, 224, 1, 6, 19, 127.7884, 1
225, 225, 1, 6, 20, 128.7228, 1
226, 226, 1, 6, 21, 129.0376, 1
227, 227, 1, 6, 22, 128.728, 1
228, 228, 1, 6, 23, 127.7987, 1
229, 229, 1, 6, 24, 126.2496, 1
230, 230, 1, 6, 25, 124.0262, 1
231, 231, 1, 6, 26, 121.0502, 1
232, 232, 1, 6, 27, 117.2492, 1
233, 233, 1, 6, 28, -999.0, 0
234, 234, 1, 6, 29, -999.0, 0
235, 235, 1, 6, 30, -999.0, 0
236, 236, 1, 6, 31, -999.0, 0
237, 237, 1, 6, 32, -999.0, 0
238, 238, 1, 6, 33, -999.0, 0
239, 239, 1, 6, 34, -999.0, 0
240, 240, 1, 6, 35, -999.0, 0
241, 241, 1, 6, 36, -999.0, 0
242, 242, 1, 6, 37, -999.0, 0
243, 243, 1, 6, 38, -999.0, 0
244, 244, 1, 6, 39, -999.0, 0
245, 245, 1, 6, 40, -999.0, 0
246, 246, 1, 6, 41, -999.0, 0
247, 247, 1, 7, 1, -999.0, 0
248, 248, 1, 7, 2, -999.0, 0
249, 249, 1, 7, 3, -999.0, 0
250, 250, 1, 7, 4, -999.0, 0
251, 251, 1, 7, 5, -999.0, 0
252, 252, 1, 7, 6, -999.0, 0
253, 253, 1, 7, 7, -999.0, 0
254, 254, 1, 7, 8, -999.0, 0
255, 255, 1, 7, 9, -999.0, 0
256, 256, 1, 7, 10, -999.0, 0
257, 257, 1, 7, 11, -999.0, 0
258, 258, 1, 7, 12, -999.0, 0
259, 259, 1, 7, 13, 102.9701, 1
260, 260, 1, 7, 14, 106.0536, 1
261, 261, 1, 7, 15, 111.5501, 1
262, 262, 1, 7, 16, 115.47, 1
263, 263, 1, 7, 17, 118.4182, 1
264, 264, 1, 7, 18, 120.6019, 1
265, 265, 1, 7, 19, 122.1179, 1
266, 266, 1, 7, 20, 123.017, 1
267, 267, 1, 7, 21, 123.3174, 1
268, 268, 1, 7, 22, 123.0228, 1
269, 269, 1, 7, 23, 122.1294, 1
270, 270, 1, 7, 24, 120.6194, 1
271, 271, 1, 7, 25, 118.442, 1
272, 272, 1, 7, 26, 115.501, 1
273, 273, 1, 7, 27, 111.5894, 1
274, 274, 1, 7, 28, 106.1038, 1
275, 275, 1, 7, 29, 103.0273, 1
276, 276, 1, 7, 30, -999.0, 0
277, 277, 1, 7, 31, -999.0, 0
278, 278, 1, 7, 32, -999.0, 0
279, 279, 1, 7, 33, -999.0, 0
280, 280, 1, 7, 34, -999.0, 0
281, 281, 1, 7, 35, -999.0, 0
282, 282, 1, 7, 36, -999.0, 0
283, 283, 1, 7, 37, -999.0, 0
284, 284, 1, 7, 38, -999.0, 0
285, 285, 1, 7, 39, -999.0, 0
286, 286, 1, 7, 40, -999.0, 0
287, 287, 1, 7, 41, -999.0, 0
288, 288, 1, 8, 1, -999.0, 0
289, 289, 1, 8, 2, -999.0, 0
290, 290, 1, 8, 3, -999.0, 0
291, 291, 1, 8, 4, -999.0, 0
292, 292, 1, 8, 5, -999.0, 0
293, 293, 1, 8, 6, -999.0, 0
294, 294, 1, 8, 7, -999.0, 0
295, 295, 1, 8, 8, -999.0, 0
296, 296, 1, 8, 9, -999.0, 0
297, 297, 1, 8, 10, -999.0, 0
298, 298, 1, 8, 11, -999.0, 0
299, 299, 1, 8, 12, 93.81297, 1
300, 300, 1, 8, 13, 98.06393, 1
301, 301, 1, 8, 14, 101.852, 1
302, 302, 1, 8, 15, 105.8729, 1
303, 303, 1, 8, 16, 109.2705, 1
304, 304, 1, 8, 17, 111.9671, 1
305, 305, 1, 8, 18, 114.0044, 1
306, 306, 1, 8, 19, 115.4289, 1
307, 307, 1, 8, 20, 116.2738, 1
308, 308, 1, 8, 21, 116.5557, 1
309, 309, 1, 8, 22, 116.2798, 1
310, 310, 1, 8, 23, 115.4412, 1
311, 311, 1, 8, 24, 114.0233, 1
312, 312, 1, 8, 25, 111.9934, 1
313, 313, 1, 8, 26, 109.305, 1
314, 314, 1, 8, 27, 105.9165, 1
315, 315, 1, 8, 28, 101.9062, 1
316, 316, 1, 8, 29, 98.12836, 1
317, 317, 1, 8, 30, 93.88818, 1
318, 318, 1, 8, 31, -999.0, 0
319, 319, 1, 8, 32, -999.0, 0
320, 320, 1, 8, 33, -999.0, 0
321, 321, 1, 8, 34, -999.0, 0
322, 322, 1, 8, 35, -999.0, 0
323, 323, 1, 8, 36, -999.0, 0
324, 324, 1, 8, 37, -999.0, 0
325, 325, 1, 8, 38, -999.0, 0
326, 326, 1, 8, 39, -999.0, 0
327, 327, 1, 8, 40, -999.0, 0
328, 328, 1, 8, 41, -999.0, 0
329, 329, 1, 9, 1, -999.0, 0
330, 330, 1, 9, 2, -999.0, 0
331, 331, 1, 9, 3, -999.0, 0
332, 332, 1, 9, 4, -999.0, 0
333, 333, 1, 9, 5, -999.0, 0
334, 334, 1, 9, 6, -999.0, 0
335, 335, 1, 9, 7, -999.0, 0
336, 336, 1, 9, 8, -999.0, 0
337, 337, 1, 9, 9, -999.0, 0
338, 338, 1, 9, 10, -999.0, 0
339, 339, 1, 9, 11, 82.62717, 1
340, 340, 1, 9, 12, 87.68018, 1
341, 341, 1, 9, 13, 91.97723, 1
342, 342, 1, 9, 14, 95.73917, 1
343, 343, 1, 9, 15, 99.18399, 1
344, 344, 1, 9, 16, 102.1409, 1
345, 345, 1, 9, 17, 104.542, 1
346, 346, 1, 9, 18, 106.3836, 1
347, 347, 1, 9, 19, 107.6823, 1
348, 348, 1, 9, 20, 108.4553, 1
349, 349, 1, 9, 21, 108.7138, 1
350, 350, 1, 9, 22, 108.4615, 1
351, 351, 1, 9, 23, 107.695, 1
352, 352, 1, 9, 24, 106.4034, 1
353, 353, 1, 9, 25, 104.5697, 1
354, 354, 1, 9, 26, 102.1775, 1
355, 355, 1, 9, 27, 99.23072, 1
356, 356, 1, 9, 28, 95.79747, 1
357, 357, 1, 9, 29, 92.04873, 1
358, 358, 1, 9, 30, 87.76671, 1
359, 359, 1, 9, 31, 82.73082, 1
360, 360, 1, 9, 32, -999.0, 0
361, 361, 1, 9, 33, -999.0, 0
362, 362, 1, 9, 34, -999.0, 0
363, 363, 1, 9, 35, -999.0, 0
364, 364, 1, 9, 36, -999.0, 0
365, 365, 1, 9, 37, -999.0, 0
366, 366, 1, 9, 38, -999.0, 0
367, 367, 1, 9, 39, -999.0, 0
368, 368, 1, 9, 40, -999.0, 0
369, 369, 1, 9, 41, -999.0, 0
370, 370, 1, 10, 1, -999.0, 0
371, 371, 1, 10, 2, -999.0, 0
372, 372, 1, 10, 3, -999.0, 0
373, 373, 1, 10, 4, -999.0, 0
374, 374, 1, 10, 5, -999.0, 0
375, 375, 1, 10, 6, -999.0, 0
376, 376, 1, 10, 7, -999.0, 0
377, 377, 1, 10, 8, -999.0, 0
378, 378, 1, 10, 9, 65.3216, 1
379, 379, 1, 10, 10, 68.95271, 1
380, 380, 1, 10, 11, 75.65173, 1
381, 381, 1, 10, 12, 80.67455, 1
382, 382, 1, 10, 13, 84.78624, 1
383, 383, 1, 10, 14, 88.29272, 1
384, 384, 1, 10, 15, 91.34114, 1
385, 385, 1, 10, 16, 93.92852, 1
386, 386, 1, 10, 17, 96.03793, 1
387, 387, 1, 10, 18, 97.66656, 1
388, 388, 1, 10, 19, 98.82118, 1
389, 389, 1, 10, 20, 99.51072, 1
390, 390, 1, 10, 21, 99.74179, 1
391, 391, 1, 10, 22, 99.51687, 1
392, 392, 1, 10, 23, 98.83389, 1
393, 393, 1, 10, 24, 97.68653, 1
394, 394, 1, 10, 25, 96.06606, 1
395, 395, 1, 10, 26, 93.96593, 1
396, 396, 1, 10, 27, 91.38931, 1
397, 397, 1, 10, 28, 88.35365, 1
398, 398, 1, 10, 29, 84.8628, 1
399, 399, 1, 10, 30, 80.77072, 1
400, 400, 1, 10, 31, 75.77333, 1
401, 401, 1, 10, 32, 69.11061, 1
402, 402, 1, 10, 33, 65.50669, 1
403, 403, 1, 10, 34, -999.0, 0
404, 404, 1, 10, 35, -999.0, 0
405, 405, 1, 10, 36, -999.0, 0
406, 406, 1, 10, 37, -999.0, 0
407, 407, 1, 10, 38, -999.0, 0
408, 408, 1, 10, 39, -999.0, 0
409, 409, 1, 10, 40, -999.0, 0
410, 410, 1, 10, 41, -999.0, 0
411, 411, 1, 11, 1, -999.0, 0
412, 412, 1, 11, 2, -999.0, 0
413, 413, 1, 11, 3, -999.0, 0
414, 414, 1, 11, 4, -999.0, 0
415, 415, 1, 11, 5, -999.0, 0
416, 416, 1, 11, 6, -999.0, 0
417, 417, 1, 11, 7, -999.0, 0
418, 418, 1, 11, 8, 55.24482, 1
419, 419, 1, 11, 9, 59.84005, 1
420, 420, 1, 11, 10, 64.06318, 1
421, 421, 1, 11, 11, 68.7703, 1
422, 422, 1, 11, 12, 72.95965, 1
423, 423, 1, 11, 13, 76.56429, 1
424, 424, 1, 11, 14, 79.66067, 1
425, 425, 1, 11, 15, 82.31599, 1
426, 426, 1, 11, 16, 84.55182, 1
427, 427, 1, 11, 17, 86.37241, 1
428, 428, 1, 11, 18, 87.78078, 1
429, 429, 1, 11, 19, 88.78182, 1
430, 430, 1, 11, 20, 89.38094, 1
431, 431, 1, 11, 21, 89.58215, 1
432, 432, 1, 11, 22, 89.38701, 1
433, 433, 1, 11, 23, 88.7943, 1
434, 434, 1, 11, 24, 87.80027, 1
435, 435, 1, 11, 25, 86.39981, 1
436, 436, 1, 11, 26, 84.58839, 1
437, 437, 1, 11, 27, 82.36346, 1
438, 438, 1, 11, 28, 79.72151, 1
439, 439, 1, 11, 29, 76.64204, 1
440, 440, 1, 11, 30, 73.05935, 1
441, 441, 1, 11, 31, 68.89891, 1
442, 442, 1, 11, 32, 64.2302, 1
443, 443, 1, 11, 33, 60.05365, 1
444, 444, 1, 11, 34, 55.51592, 1
445, 445, 1, 11, 35, -999.0, 0
446, 446, 1, 11, 36, -999.0, 0
447, 447, 1, 11, 37, -999.0, 0
448, 448, 1, 11, 38, -999.0, 0
449, 449, 1, 11, 39, -999.0, 0
450, 450, 1, 11, 40, -999.0, 0
451, 451, 1, 11, 41, -999.0, 0
452, 452, 1, 12, 1, -999.0, 0
453, 453, 1, 12, 2, -999.0, 0
454, 454, 1, 12, 3, -999.0, 0
455, 455, 1, 12, 4, -999.0, 0
456, 456, 1, 12, 5, -999.0, 0
457, 457, 1, 12, 6, -999.0, 0
458, 458, 1, 12, 7, 43.72481, 1
459, 459, 1, 12, 8, 48.75033, 1
460, 460, 1, 12, 9, 53.08261, 1
461, 461, 1, 12, 10, 56.99839, 1
462, 462, 1, 12, 11, 60.76627, 1
463, 463, 1, 12, 12, 64.19257, 1
464, 464, 1, 12, 13, 67.20948, 1
465, 465, 1, 12, 14, 69.8251, 1
466, 466, 1, 12, 15, 72.06473, 1
467, 467, 1, 12, 16, 73.94472, 1
468, 468, 1, 12, 17, 75.47349, 1
469, 469, 1, 12, 18, 76.6564, 1
470, 470, 1, 12, 19, 77.49805, 1
471, 471, 1, 12, 20, 78.00239, 1
472, 472, 1, 12, 21, 78.17209, 1
473, 473, 1, 12, 22, 78.00816, 1
474, 474, 1, 12, 23, 77.50981, 1
475, 475, 1, 12, 24, 76.67461, 1
476, 476, 1, 12, 25, 75.49895, 1
477, 477, 1, 12, 26, 73.97877, 1
478, 478, 1, 12, 27, 72.10918, 1
479, 479, 1, 12, 28, 69.88252, 1
480, 480, 1, 12, 29, 67.28351, 1
481, 481, 1, 12, 30, 64.28842, 1
482, 482, 1, 12, 31, 60.89184, 1
483, 483, 1, 12, 32, 57.16607, 1
484, 484, 1, 12, 33, 53.31336, 1
485, 485, 1, 12, 34, 49.08167, 1
486, 486, 1, 12, 35, 44.21326, 1
487, 487, 1, 12, 36, -999.0, 0
488, 488, 1, 12, 37, -999.0, 0
489, 489, 1, 12, 38, -999.0, 0
490, 490, 1, 12, 39, -999.0, 0
491, 491, 1, 12, 40, -999.0, 0
492, 492, 1, 12, 41, -999.0, 0
493, 493, 1, 13, 1, -999.0, 0
494, 494, 1, 13, 2, -999.0, 0
495, 495, 1, 13, 3, -999.0, 0
496, 496, 1, 13, 4, -999.0, 0
497, 497, 1, 13, 5, 27.74116, 1
498, 498, 1, 13, 6, 30.78263, 1
499, 499, 1, 13, 7, 36.77826, 1
500, 500, 1, 13, 8, 41.31721, 1
501, 501, 1, 13, 9, 45.09636, 1
502, 502, 1, 13, 10, 48.42205, 1
503, 503, 1, 13, 11, 51.45453, 1
504, 504, 1, 13, 12, 54.18908, 1
505, 505, 1, 13, 13, 56.60956, 1
506, 506, 1, 13, 14, 58.71774, 1
507, 507, 1, 13, 15, 60.52445, 1
508, 508, 1, 13, 16, 62.03988, 1
509, 509, 1, 13, 17, 63.27134, 1
510, 510, 1, 13, 18, 64.22408, 1
511, 511, 1, 13, 19, 64.90219, 1
512, 512, 1, 13, 20, 65.30876, 1
513, 513, 1, 13, 21, 65.44576, 1
514, 514, 1, 13, 22, 65.3139, 1
515, 515, 1, 13, 23, 64.91259, 1
516, 516, 1, 13, 24, 64.24008, 1
517, 517, 1, 13, 25, 63.29366, 1
518, 518, 1, 13, 26, 62.0697, 1
519, 519, 1, 13, 27, 60.56344, 1
520, 520, 1, 13, 28, 58.76818, 1
521, 521, 1, 13, 29, 56.67452, 1
522, 522, 1, 13, 30, 54.27295, 1
523, 523, 1, 13, 31, 51.56403, 1
524, 524, 1, 13, 32, 48.56874, 1
525, 525, 1, 13, 33, 45.30455, 1
526, 526, 1, 13, 34, 41.64952, 1
527, 527, 1, 13, 35, 37.43153, 1
528, 528, 1, 13, 36, 32.4832, 1
529, 529, 1, 13, 37, -999.0, 0
530, 530, 1, 13, 38, -999.0, 0
531, 531, 1, 13, 39, -999.0, 0
532, 532, 1, 13, 40, -999.0, 0
533, 533, 1, 13, 41, -999.0, 0
534, 534, 1, 14, 1, -999.0, 0
535, 535, 1, 14, 2, -999.0, 0
536, 536, 1, 14, 3, -999.0, 0
537, 537, 1, 14, 4, 19.42389, 1
538, 538, 1, 14, 5, 22.8791, 1
539, 539, 1, 14, 6, 26.01238, 1
540, 540, 1, 14, 7, 29.69483, 1
541, 541, 1, 14, 8, 33.01641, 1
542, 542, 1, 14, 9, 35.92008, 1
543, 543, 1, 14, 10, 38.48695, 1
544, 544, 1, 14, 11, 40.78909, 1
545, 545, 1, 14, 12, 42.84887, 1
546, 546, 1, 14, 13, 44.67112, 1
547, 547, 1, 14, 14, 46.26042, 1
548, 548, 1, 14, 15, 47.62341, 1
549, 549, 1, 14, 16, 48.7666, 1
550, 550, 1, 14, 17, 49.69535, 1
551, 551, 1, 14, 18, 50.41381, 1
552, 552, 1, 14, 19, 50.92519, 1
553, 553, 1, 14, 20, 51.23185, 1
554, 554, 1, 14, 21, 51.33527, 1
555, 555, 1, 14, 22, 51.23597, 1
556, 556, 1, 14, 23, 50.93353, 1
557, 557, 1, 14, 24, 50.42666, 1
558, 558, 1, 14, 25, 49.71331, 1
559, 559, 1, 14, 26, 48.79061, 1
560, 560, 1, 14, 27, 47.65475, 1
561, 561, 1, 14, 28, 46.30077, 1
562, 562, 1, 14, 29, 44.72248, 1
563, 563, 1, 14, 30, 42.91381, 1
564, 564, 1, 14, 31, 40.87045, 1
565, 565, 1, 14, 32, 38.58742, 1
566, 566, 1, 14, 33, 36.03972, 1
567, 567, 1, 14, 34, 33.14199, 1
568, 568, 1, 14, 35, 29.75014, 1
569, 569, 1, 14, 36, 25.61743, 1
570, 570, 1, 14, 37, 20.14257, 1
571, 571, 1, 14, 38, 17.4992, 1
572, 572, 1, 14, 39, -999.0, 0
573, 573, 1, 14, 40, -999.0, 0
574, 574, 1, 14, 41, -999.0, 0
575, 575, 1, 15, 1, -999.0, 0
576, 576, 1, 15, 2, -999.0, 0
577, 577, 1, 15, 3, 11.01633, 1
578, 578, 1, 15, 4, 14.12713, 1
579, 579, 1, 15, 5, 16.68943, 1
580, 580, 1, 15, 6, 18.99913, 1
581, 581, 1, 15, 7, 21.32335, 1
582, 582, 1, 15, 8, 23.48758, 1
583, 583, 1, 15, 9, 25.43061, 1
584, 584, 1, 15, 10, 27.16311, 1
585, 585, 1, 15, 11, 28.71149, 1
586, 586, 1, 15, 12, 30.09157, 1
587, 587, 1, 15, 13, 31.31087, 1
588, 588, 1, 15, 14, 32.37439, 1
589, 589, 1, 15, 15, 33.2867, 1
590, 590, 1, 15, 16, 34.05194, 1
591, 591, 1, 15, 17, 34.67361, 1
592, 592, 1, 15, 18, 35.1545, 1
593, 593, 1, 15, 19, 35.49677, 1
594, 594, 1, 15, 20, 35.70202, 1
595, 595, 1, 15, 21, 35.77125, 1
596, 596, 1, 15, 22, 35.70484, 1
597, 597, 1, 15, 23, 35.50252, 1
598, 598, 1, 15, 24, 35.16344, 1
599, 599, 1, 15, 25, 34.68618, 1
600, 600, 1, 15, 26, 34.06876, 1
601, 601, 1, 15, 27, 33.30857, 1
602, 602, 1, 15, 28, 32.40231, 1
603, 603, 1, 15, 29, 31.34586, 1
604, 604, 1, 15, 30, 30.13446, 1
605, 605, 1, 15, 31, 28.76199, 1
606, 606, 1, 15, 32, 27.21754, 1
607, 607, 1, 15, 33, 25.47597, 1
608, 608, 1, 15, 34, 23.48676, 1
609, 609, 1, 15, 35, 21.18014, 1
610, 610, 1, 15, 36, 18.49462, 1
611, 611, 1, 15, 37, 15.5009, 1
612, 612, 1, 15, 38, 13.05509, 1
613, 613, 1, 15, 39, 10.30119, 1
614, 614, 1, 15, 40, -999.0, 0
615, 615, 1, 15, 41, -999.0, 0
616, 616, 1, 16, 1, -999.0, 0
617, 617, 1, 16, 2, 3.929167, 1
618, 618, 1, 16, 3, 6.081414, 1
619, 619, 1, 16, 4, 7.739382, 1
620, 620, 1, 16, 5, 9.097854, 1
621, 621, 1, 16, 6, 10.30364, 1
