, "id", "k", "i", "j", "f", "Active"
622, 622, 1, 16, 7, 11.45352, 1
623, 623, 1, 16, 8, 12.52462, 1
624, 624, 1, 16, 9, 13.4958, 1
625, 625, 1, 16, 10, 14.36629, 1
626, 626, 1, 16, 11, 15.14419, 1
627, 627, 1, 16, 12, 15.83657, 1
628, 628, 1, 16, 13, 16.44777, 1
629, 629, 1, 16, 14, 16.98076, 1
630, 630, 1, 16, 15, 17.43799, 1
631, 631, 1, 16, 16, 17.82153, 1
632, 632, 1, 16, 17, 18.13312, 1
633, 633, 1, 16, 18, 18.37415, 1
634, 634, 1, 16, 19, 18.5457, 1
635, 635, 1, 16, 20, 18.64857, 1
636, 636, 1, 16, 21, 18.68326, 1
637, 637, 1, 16, 22, 18.64997, 1
638, 638, 1, 16, 23, 18.5486, 1
639, 639, 1, 16, 24, 18.37871, 1
640, 640, 1, 16, 25, 18.13957, 1
641, 641, 1, 16, 26, 17.83017, 1
642, 642, 1, 16, 27, 17.44919, 1
643, 643, 1, 16, 28, 16.99495, 1
644, 644, 1, 16, 29, 16.46531, 1
645, 645, 1, 16, 30, 15.85751, 1
646, 646, 1, 16, 31, 15.16748, 1
647, 647, 1, 16, 32, 14.38808, 1
648, 648, 1, 16, 33, 13.50572, 1
649, 649, 1, 16, 34, 12.49834, 1
650, 650, 1, 16, 35, 11.34148, 1
651, 651, 1, 16, 36, 10.02854, 1
652, 652, 1, 16, 37, 8.616576, 1
653, 653, 1, 16, 38, 7.267516, 1
654, 654, 1, 16, 39, 5.741119, 1
655, 655, 1, 16, 40, 3.753501, 1
656, 656, 1, 16, 41, -999.0, 0
657, 657, 1, 17, 1, 0.0, 1
658, 658, 1, 17, 2, 0.0, 1
659, 659, 1, 17, 3, 0.0, 1
660, 660, 1, 17, 4, 0.0, 1
661, 661, 1, 17, 5, 0.0, 1
662, 662, 1, 17, 6, 0.0, 1
663, 663, 1, 17, 7, 0.0, 1
664, 664, 1, 17, 8, 0.0, 1
665, 665, 1, 17, 9, 0.0, 1
666, 666, 1, 17, 10, 0.0, 1
667, 667, 1, 17, 11, 0.0, 1
668, 668, 1, 17, 12, 0.0, 1
669, 669, 1, 17, 13, 0.0, 1
670, 670, 1, 17, 14, 0.0, 1
671, 671, 1, 17, 15, 0.0, 1
672, 672, 1, 17, 16, 0.0, 1
673, 673, 1, 17, 17, 0.0, 1
674, 674, 1, 17, 18, 0.0, 1
675, 675, 1, 17, 19, 0.0, 1
676, 676, 1, 17, 20, 0.0, 1
677, 677, 1, 17, 21, 0.0, 1
678, 678, 1, 17, 22, 0.0, 1
679, 679, 1, 17, 23, 0.0, 1
680, 680, 1, 17, 24, 0.0, 1
681, 681, 1, 17, 25, 0.0, 1
682, 682, 1, 17, 26, 0.0, 1
683, 683, 1, 17, 27, 0.0, 1
684, 684, 1, 17, 28, 0.0, 1
685, 685, 1, 17, 29, 0.0, 1
686, 686, 1, 17, 30, 0.0, 1
687, 687, 1, 17, 31, 0.0, 1
688, 688, 1, 17, 32, 0.0, 1
689, 689, 1, 17, 33, 0.0, 1
690, 690, 1, 17, 34, 0.0, 1
691, 691, 1, 17, 35, 0.0, 1
692, 692, 1, 17, 36, 0.0, 1
693, 693, 1, 17, 37, 0.0, 1
694, 694, 1, 17, 38, 0.0, 1
695, 695, 1, 17, 39, 0.0, 1
696, 696, 1, 17, 40, 0.0, 1
697, 697, 1, 17, 41, 0.0, 1
