, "id", "k", "i", "j", "f"
702, 702, 1, 23, 20, 94.49417
703, 703, 1, 23, 21, 89.37215
704, 704, 1, 23, 22, 83.55644
705, 705, 1, 23, 23, 77.04713
706, 706, 1, 23, 24, 69.84425
707, 707, 1, 23, 25, 61.94778
708, 708, 1, 23, 26, 53.35757
709, 709, 1, 23, 27, 44.07348
710, 710, 1, 23, 28, 34.09554
711, 711, 1, 23, 29, 23.42393
712, 712, 1, 23, 30, 12.05867
713, 713, 1, 23, 31, 0.0
714, 714, 1, 24, 1, 60.0
715, 715, 1, 24, 2, 68.05875
716, 716, 1, 24, 3, 75.42365
717, 717, 1, 24, 4, 82.09499
718, 718, 1, 24, 5, 88.07274
719, 719, 1, 24, 6, 93.35687
720, 720, 1, 24, 7, 97.9475
721, 721, 1, 24, 8, 101.8445
722, 722, 1, 24, 9, 105.0477
723, 723, 1, 24, 10, 107.557
724, 724, 1, 24, 11, 109.3724
725, 725, 1, 24, 12, 110.4941
726, 726, 1, 24, 13, 110.9221
727, 727, 1, 24, 14, 110.6565
728, 728, 1, 24, 15, 109.6972
729, 729, 1, 24, 16, 108.0442
730, 730, 1, 24, 17, 105.6974
731, 731, 1, 24, 18, 102.6569
732, 732, 1, 24, 19, 98.92256
733, 733, 1, 24, 20, 94.49438
734, 734, 1, 24, 21, 89.37238
735, 735, 1, 24, 22, 83.55662
736, 736, 1, 24, 23, 77.04717
737, 737, 1, 24, 24, 69.84412
738, 738, 1, 24, 25, 61.94752
739, 739, 1, 24, 26, 53.35725
740, 740, 1, 24, 27, 44.07315
741, 741, 1, 24, 28, 34.09523
742, 742, 1, 24, 29, 23.42369
743, 743, 1, 24, 30, 12.05853
744, 744, 1, 24, 31, 0.0
745, 745, 1, 25, 1, 60.0
746, 746, 1, 25, 2, 68.05889
747, 747, 1, 25, 3, 75.42381
748, 748, 1, 25, 4, 82.09528
749, 749, 1, 25, 5, 88.07317
750, 750, 1, 25, 6, 93.35724
751, 751, 1, 25, 7, 97.94769
752, 752, 1, 25, 8, 101.8447
753, 753, 1, 25, 9, 105.048
754, 754, 1, 25, 10, 107.5574
755, 755, 1, 25, 11, 109.3728
756, 756, 1, 25, 12, 110.4945
757, 757, 1, 25, 13, 110.9224
758, 758, 1, 25, 14, 110.6566
759, 759, 1, 25, 15, 109.6973
760, 760, 1, 25, 16, 108.0442
761, 761, 1, 25, 17, 105.6974
762, 762, 1, 25, 18, 102.6568
763, 763, 1, 25, 19, 98.92249
764, 764, 1, 25, 20, 94.49438
765, 765, 1, 25, 21, 89.37245
766, 766, 1, 25, 22, 83.55672
767, 767, 1, 25, 23, 77.04722
768, 768, 1, 25, 24, 69.84405
769, 769, 1, 25, 25, 61.94728
770, 770, 1, 25, 26, 53.3569
771, 771, 1, 25, 27, 44.07277
772, 772, 1, 25, 28, 34.09485
773, 773, 1, 25, 29, 23.42337
774, 774, 1, 25, 30, 12.05837
775, 775, 1, 25, 31, 0.0
776, 776, 1, 26, 1, 60.0
777, 777, 1, 26, 2, 68.05902
778, 778, 1, 26, 3, 75.42392
779, 779, 1, 26, 4, 82.0955
780, 780, 1, 26, 5, 88.07365
781, 781, 1, 26, 6, 93.3578
782, 782, 1, 26, 7, 97.94808
783, 783, 1, 26, 8, 101.8449
784, 784, 1, 26, 9, 105.0482
785, 785, 1, 26, 10, 107.5578
786, 786, 1, 26, 11, 109.3734
787, 787, 1, 26, 12, 110.495
788, 788, 1, 26, 13, 110.9228
789, 789, 1, 26, 14, 110.6569
790, 790, 1, 26, 15, 109.6974
791, 791, 1, 26, 16, 108.0442
792, 792, 1, 26, 17, 105.6972
793, 793, 1, 26, 18, 102.6566
794, 794, 1, 26, 19, 98.92223
795, 795, 1, 26, 20, 94.49413
796, 796, 1, 26, 21, 89.37227
797, 797, 1, 26, 22, 83.55659
798, 798, 1, 26, 23, 77.04713
799, 799, 1, 26, 24, 69.8439
800, 800, 1, 26, 25, 61.94704
801, 801, 1, 26, 26, 53.35656
802, 802, 1, 26, 27, 44.07238
803, 803, 1, 26, 28, 34.09446
804, 804, 1, 26, 29, 23.42304
805, 805, 1, 26, 30, 12.05821
806, 806, 1, 26, 31, 0.0
807, 807, 1, 27, 1, 60.0
808, 808, 1, 27, 2, 68.05917
809, 809, 1, 27, 3, 75.424
810, 810, 1, 27, 4, 82.09554
811, 811, 1, 27, 5, 88.07391
812, 812, 1, 27, 6, 93.35839
813, 813, 1, 27, 7, 97.94872
814, 814, 1, 27, 8, 101.8453
815, 815, 1, 27, 9, 105.0485
816, 816, 1, 27, 10, 107.5581
817, 817, 1, 27, 11, 109.3738
818, 818, 1, 27, 12, 110.4956
819, 819, 1, 27, 13, 110.9233
820, 820, 1, 27, 14, 110.6573
821, 821, 1, 27, 15, 109.6976
822, 822, 1, 27, 16, 108.0442
823, 823, 1, 27, 17, 105.6971
824, 824, 1, 27, 18, 102.6563
825, 825, 1, 27, 19, 98.92185
826, 826, 1, 27, 20, 94.49369
827, 827, 1, 27, 21, 89.37183
828, 828, 1, 27, 22, 83.55621
829, 829, 1, 27, 23, 77.04681
830, 830, 1, 27, 24, 69.84363
831, 831, 1, 27, 25, 61.94673
832, 832, 1, 27, 26, 53.3562
833, 833, 1, 27, 27, 44.07201
834, 834, 1, 27, 28, 34.09411
835, 835, 1, 27, 29, 23.42277
836, 836, 1, 27, 30, 12.05813
837, 837, 1, 27, 31, 0.0
838, 838, 1, 28, 1, 60.0
839, 839, 1, 28, 2, 68.05942
840, 840, 1, 28, 3, 75.42419
841, 841, 1, 28, 4, 82.09558
842, 842, 1, 28, 5, 88.07384
843, 843, 1, 28, 6, 93.35865
844, 844, 1, 28, 7, 97.94937
845, 845, 1, 28, 8, 101.846
846, 846, 1, 28, 9, 105.049
847, 847, 1, 28, 10, 107.5584
848, 848, 1, 28, 11, 109.3742
849, 849, 1, 28, 12, 110.496
850, 850, 1, 28, 13, 110.9237
851, 851, 1, 28, 14, 110.6576
852, 852, 1, 28, 15, 109.6977
853, 853, 1, 28, 16, 108.0441
854, 854, 1, 28, 17, 105.6969
855, 855, 1, 28, 18, 102.6559
856, 856, 1, 28, 19, 98.92137
857, 857, 1, 28, 20, 94.49313
858, 858, 1, 28, 21, 89.37124
859, 859, 1, 28, 22, 83.55566
860, 860, 1, 28, 23, 77.04634
861, 861, 1, 28, 24, 69.84324
862, 862, 1, 28, 25, 61.94639
863, 863, 1, 28, 26, 53.35588
864, 864, 1, 28, 27, 44.07172
865, 865, 1, 28, 28, 34.09388
866, 866, 1, 28, 29, 23.42263
867, 867, 1, 28, 30, 12.05819
868, 868, 1, 28, 31, 0.0
869, 869, 1, 29, 1, 60.0
870, 870, 1, 29, 2, 68.05981
871, 871, 1, 29, 3, 75.42471
872, 872, 1, 29, 4, 82.096
873, 873, 1, 29, 5, 88.07381
874, 874, 1, 29, 6, 93.35854
875, 875, 1, 29, 7, 97.94966
876, 876, 1, 29, 8, 101.8466
877, 877, 1, 29, 9, 105.0496
878, 878, 1, 29, 10, 107.5588
879, 879, 1, 29, 11, 109.3743
880, 880, 1, 29, 12, 110.496
881, 881, 1, 29, 13, 110.9237
882, 882, 1, 29, 14, 110.6575
883, 883, 1, 29, 15, 109.6975
884, 884, 1, 29, 16, 108.0438
885, 885, 1, 29, 17, 105.6964
886, 886, 1, 29, 18, 102.6554
887, 887, 1, 29, 19, 98.92077
888, 888, 1, 29, 20, 94.49249
889, 889, 1, 29, 21, 89.37057
890, 890, 1, 29, 22, 83.55502
891, 891, 1, 29, 23, 77.0458
892, 892, 1, 29, 24, 69.84284
893, 893, 1, 29, 25, 61.94613
894, 894, 1, 29, 26, 53.35573
895, 895, 1, 29, 27, 44.07169
896, 896, 1, 29, 28, 34.09397
897, 897, 1, 29, 29, 23.42283
898, 898, 1, 29, 30, 12.05859
899, 899, 1, 29, 31, 0.0
900, 900, 1, 30, 1, 60.0
901, 901, 1, 30, 2, 68.06039
902, 902, 1, 30, 3, 75.42566
903, 903, 1, 30, 4, 82.09686
904, 904, 1, 30, 5, 88.07474
905, 905, 1, 30, 6, 93.3591
906, 906, 1, 30, 7, 97.94986
907, 907, 1, 30, 8, 101.8467
908, 908, 1, 30, 9, 105.0495
909, 909, 1, 30, 10, 107.5585
910, 910, 1, 30, 11, 109.3739
911, 911, 1, 30, 12, 110.4955
912, 912, 1, 30, 13, 110.9232
913, 913, 1, 30, 14, 110.6571
914, 914, 1, 30, 15, 109.6971
915, 915, 1, 30, 16, 108.0434
916, 916, 1, 30, 17, 105.6959
917, 917, 1, 30, 18, 102.6548
918, 918, 1, 30, 19, 98.92011
919, 919, 1, 30, 20, 94.4918
920, 920, 1, 30, 21, 89.36989
921, 921, 1, 30, 22, 83.55437
922, 922, 1, 30, 23, 77.04524
923, 923, 1, 30, 24, 69.84244
924, 924, 1, 30, 25, 61.94593
925, 925, 1, 30, 26, 53.35574
926, 926, 1, 30, 27, 44.07191
927, 927, 1, 30, 28, 34.09444
928, 928, 1, 30, 29, 23.42352
929, 929, 1, 30, 30, 12.05952
930, 930, 1, 30, 31, 0.0
931, 931, 1, 31, 1, 60.0
932, 932, 1, 31, 2, 68.06111
933, 933, 1, 31, 3, 75.42758
934, 934, 1, 31, 4, 82.09874
935, 935, 1, 31, 5, 88.07589
936, 936, 1, 31, 6, 93.35952
937, 937, 1, 31, 7, 97.94973
938, 938, 1, 31, 8, 101.8463
939, 939, 1, 31, 9, 105.0491
940, 940, 1, 31, 10, 107.5581
941, 941, 1, 31, 11, 109.3734
942, 942, 1, 31, 12, 110.4949
943, 943, 1, 31, 13, 110.9227
944, 944, 1, 31, 14, 110.6567
945, 945, 1, 31, 15, 109.6968
946, 946, 1, 31, 16, 108.0431
947, 947, 1, 31, 17, 105.6956
948, 948, 1, 31, 18, 102.6545
949, 949, 1, 31, 19, 98.91981
950, 950, 1, 31, 20, 94.4915
951, 951, 1, 31, 21, 89.36961
952, 952, 1, 31, 22, 83.55415
953, 953, 1, 31, 23, 77.04511
954, 954, 1, 31, 24, 69.84245
955, 955, 1, 31, 25, 61.94612
956, 956, 1, 31, 26, 53.35611
957, 957, 1, 31, 27, 44.07246
958, 958, 1, 31, 28, 34.09517
959, 959, 1, 31, 29, 23.42438
960, 960, 1, 31, 30, 12.06053
961, 961, 1, 31, 31, 0.0
