, "id", "k", "i", "j", "f"
75, 75, 1, 3, 13, 110.9214
76, 76, 1, 3, 14, 110.6559
77, 77, 1, 3, 15, 109.6968
78, 78, 1, 3, 16, 108.044
79, 79, 1, 3, 17, 105.6975
80, 80, 1, 3, 18, 102.6572
81, 81, 1, 3, 19, 98.92301
82, 82, 1, 3, 20, 94.495
83, 83, 1, 3, 21, 89.37316
84, 84, 1, 3, 22, 83.55747
85, 85, 1, 3, 23, 77.0479
86, 86, 1, 3, 24, 69.84451
87, 87, 1, 3, 25, 61.94748
88, 88, 1, 3, 26, 53.35671
89, 89, 1, 3, 27, 44.07218
90, 90, 1, 3, 28, 34.09518
91, 91, 1, 3, 29, 23.42421
92, 92, 1, 3, 30, 12.05873
93, 93, 1, 3, 31, 0.0
94, 94, 1, 4, 1, 60.0
95, 95, 1, 4, 2, 68.05838
96, 96, 1, 4, 3, 75.42259
97, 97, 1, 4, 4, 82.09427
98, 98, 1, 4, 5, 88.07214
99, 99, 1, 4, 6, 93.35625
100, 100, 1, 4, 7, 97.94674
101, 101, 1, 4, 8, 101.8436
102, 102, 1, 4, 9, 105.0467
103, 103, 1, 4, 10, 107.5562
104, 104, 1, 4, 11, 109.3718
105, 105, 1, 4, 12, 110.4936
106, 106, 1, 4, 13, 110.9218
107, 107, 1, 4, 14, 110.6562
108, 108, 1, 4, 15, 109.697
109, 109, 1, 4, 16, 108.0441
110, 110, 1, 4, 17, 105.6975
111, 111, 1, 4, 18, 102.6572
112, 112, 1, 4, 19, 98.9231
113, 113, 1, 4, 20, 94.49504
114, 114, 1, 4, 21, 89.37309
115, 115, 1, 4, 22, 83.55724
116, 116, 1, 4, 23, 77.04749
117, 117, 1, 4, 24, 69.84392
118, 118, 1, 4, 25, 61.94702
119, 119, 1, 4, 26, 53.35724
120, 120, 1, 4, 27, 44.07372
121, 121, 1, 4, 28, 34.09504
122, 122, 1, 4, 29, 23.42425
123, 123, 1, 4, 30, 12.0586
124, 124, 1, 4, 31, 0.0
125, 125, 1, 5, 1, 60.0
126, 126, 1, 5, 2, 68.05865
127, 127, 1, 5, 3, 75.42284
128, 128, 1, 5, 4, 82.09441
129, 129, 1, 5, 5, 88.0723
130, 130, 1, 5, 6, 93.35642
131, 131, 1, 5, 7, 97.94689
132, 132, 1, 5, 8, 101.8437
133, 133, 1, 5, 9, 105.0469
134, 134, 1, 5, 10, 107.5564
135, 135, 1, 5, 11, 109.372
136, 136, 1, 5, 12, 110.4939
137, 137, 1, 5, 13, 110.922
138, 138, 1, 5, 14, 110.6563
139, 139, 1, 5, 15, 109.6969
140, 140, 1, 5, 16, 108.0439
141, 141, 1, 5, 17, 105.6972
142, 142, 1, 5, 18, 102.6568
143, 143, 1, 5, 19, 98.92271
144, 144, 1, 5, 20, 94.49474
145, 145, 1, 5, 21, 89.37289
146, 146, 1, 5, 22, 83.55725
147, 147, 1, 5, 23, 77.04782
148, 148, 1, 5, 24, 69.84447
149, 149, 1, 5, 25, 61.94727
150, 150, 1, 5, 26, 53.35679
151, 151, 1, 5, 27, 44.07328
152, 152, 1, 5, 28, 34.09541
153, 153, 1, 5, 29, 23.42437
154, 154, 1, 5, 30, 12.0587
155, 155, 1, 5, 31, 0.0
156, 156, 1, 6, 1, 60.0
157, 157, 1, 6, 2, 68.05882
158, 158, 1, 6, 3, 75.42308
159, 159, 1, 6, 4, 82.09455
160, 160, 1, 6, 5, 88.07243
161, 161, 1, 6, 6, 93.35655
162, 162, 1, 6, 7, 97.94698
163, 163, 1, 6, 8, 101.8438
164, 164, 1, 6, 9, 105.0469
165, 165, 1, 6, 10, 107.5563
166, 166, 1, 6, 11, 109.3721
167, 167, 1, 6, 12, 110.494
168, 168, 1, 6, 13, 110.9221
169, 169, 1, 6, 14, 110.6563
170, 170, 1, 6, 15, 109.6968
171, 171, 1, 6, 16, 108.0436
172, 172, 1, 6, 17, 105.6967
173, 173, 1, 6, 18, 102.6563
174, 174, 1, 6, 19, 98.9222
175, 175, 1, 6, 20, 94.49439
176, 176, 1, 6, 21, 89.37274
177, 177, 1, 6, 22, 83.5573
178, 178, 1, 6, 23, 77.04817
179, 179, 1, 6, 24, 69.84526
180, 180, 1, 6, 25, 61.94822
181, 181, 1, 6, 26, 53.35706
182, 182, 1, 6, 27, 44.07259
183, 183, 1, 6, 28, 34.09518
184, 184, 1, 6, 29, 23.42417
185, 185, 1, 6, 30, 12.05872
186, 186, 1, 6, 31, 0.0
187, 187, 1, 7, 1, 60.0
188, 188, 1, 7, 2, 68.05885
189, 189, 1, 7, 3, 75.42325
190, 190, 1, 7, 4, 82.09464
191, 191, 1, 7, 5, 88.0725
192, 192, 1, 7, 6, 93.35659
193, 193, 1, 7, 7, 97.94696
194, 194, 1, 7, 8, 101.8437
195, 195, 1, 7, 9, 105.0467
196, 196, 1, 7, 10, 107.5561
197, 197, 1, 7, 11, 109.3719
198, 198, 1, 7, 12, 110.4938
199, 199, 1, 7, 13, 110.922
200, 200, 1, 7, 14, 110.6563
201, 201, 1, 7, 15, 109.6968
202, 202, 1, 7, 16, 108.0435
203, 203, 1, 7, 17, 105.6965
204, 204, 1, 7, 18, 102.6559
205, 205, 1, 7, 19, 98.9218
206, 206, 1, 7, 20, 94.49411
207, 207, 1, 7, 21, 89.37268
208, 208, 1, 7, 22, 83.5574
209, 209, 1, 7, 23, 77.04831
210, 210, 1, 7, 24, 69.8455
211, 211, 1, 7, 25, 61.94876
212, 212, 1, 7, 26, 53.35773
213, 213, 1, 7, 27, 44.07282
214, 214, 1, 7, 28, 34.09511
215, 215, 1, 7, 29, 23.42391
216, 216, 1, 7, 30, 12.05863
217, 217, 1, 7, 31, 0.0
218, 218, 1, 8, 1, 60.0
219, 219, 1, 8, 2, 68.05878
220, 220, 1, 8, 3, 75.42332
221, 221, 1, 8, 4, 82.09467
222, 222, 1, 8, 5, 88.07249
223, 223, 1, 8, 6, 93.35655
224, 224, 1, 8, 7, 97.94688
225, 225, 1, 8, 8, 101.8435
226, 226, 1, 8, 9, 105.0465
227, 227, 1, 8, 10, 107.5558
228, 228, 1, 8, 11, 109.3715
229, 229, 1, 8, 12, 110.4935
230, 230, 1, 8, 13, 110.9217
231, 231, 1, 8, 14, 110.6561
232, 232, 1, 8, 15, 109.6967
233, 233, 1, 8, 16, 108.0435
234, 234, 1, 8, 17, 105.6965
235, 235, 1, 8, 18, 102.6558
236, 236, 1, 8, 19, 98.92162
237, 237, 1, 8, 20, 94.49392
238, 238, 1, 8, 21, 89.37262
239, 239, 1, 8, 22, 83.55749
240, 240, 1, 8, 23, 77.0484
241, 241, 1, 8, 24, 69.84545
242, 242, 1, 8, 25, 61.94872
243, 243, 1, 8, 26, 53.35803
244, 244, 1, 8, 27, 44.07337
245, 245, 1, 8, 28, 34.09543
246, 246, 1, 8, 29, 23.42392
247, 247, 1, 8, 30, 12.05857
248, 248, 1, 8, 31, 0.0
249, 249, 1, 9, 1, 60.0
250, 250, 1, 9, 2, 68.05866
251, 251, 1, 9, 3, 75.42332
252, 252, 1, 9, 4, 82.09464
253, 253, 1, 9, 5, 88.07243
254, 254, 1, 9, 6, 93.35647
255, 255, 1, 9, 7, 97.94675
256, 256, 1, 9, 8, 101.8433
257, 257, 1, 9, 9, 105.0462
258, 258, 1, 9, 10, 107.5555
259, 259, 1, 9, 11, 109.3712
260, 260, 1, 9, 12, 110.4932
261, 261, 1, 9, 13, 110.9214
262, 262, 1, 9, 14, 110.6559
263, 263, 1, 9, 15, 109.6966
264, 264, 1, 9, 16, 108.0435
265, 265, 1, 9, 17, 105.6967
266, 266, 1, 9, 18, 102.656
267, 267, 1, 9, 19, 98.92168
268, 268, 1, 9, 20, 94.49385
269, 269, 1, 9, 21, 89.3725
270, 270, 1, 9, 22, 83.55744
271, 271, 1, 9, 23, 77.04842
272, 272, 1, 9, 24, 69.84538
273, 273, 1, 9, 25, 61.9485
274, 274, 1, 9, 26, 53.35794
275, 275, 1, 9, 27, 44.07365
276, 276, 1, 9, 28, 34.09579
277, 277, 1, 9, 29, 23.42413
278, 278, 1, 9, 30, 12.05863
279, 279, 1, 9, 31, 0.0
280, 280, 1, 10, 1, 60.0
281, 281, 1, 10, 2, 68.05851
282, 282, 1, 10, 3, 75.42326
283, 283, 1, 10, 4, 82.09457
284, 284, 1, 10, 5, 88.07233
285, 285, 1, 10, 6, 93.35636
286, 286, 1, 10, 7, 97.94662
287, 287, 1, 10, 8, 101.8432
288, 288, 1, 10, 9, 105.046
289, 289, 1, 10, 10, 107.5552
290, 290, 1, 10, 11, 109.3708
291, 291, 1, 10, 12, 110.4928
292, 292, 1, 10, 13, 110.9211
293, 293, 1, 10, 14, 110.6557
294, 294, 1, 10, 15, 109.6966
295, 295, 1, 10, 16, 108.0436
296, 296, 1, 10, 17, 105.6969
297, 297, 1, 10, 18, 102.6563
298, 298, 1, 10, 19, 98.92193
299, 299, 1, 10, 20, 94.49393
300, 300, 1, 10, 21, 89.37239
301, 301, 1, 10, 22, 83.55724
302, 302, 1, 10, 23, 77.04827
303, 303, 1, 10, 24, 69.84529
304, 304, 1, 10, 25, 61.94837
305, 305, 1, 10, 26, 53.35779
306, 306, 1, 10, 27, 44.07369
307, 307, 1, 10, 28, 34.09596
308, 308, 1, 10, 29, 23.42432
309, 309, 1, 10, 30, 12.05875
310, 310, 1, 10, 31, 0.0
311, 311, 1, 11, 1, 60.0
312, 312, 1, 11, 2, 68.05835
313, 313, 1, 11, 3, 75.42316
314, 314, 1, 11, 4, 82.09446
315, 315, 1, 11, 5, 88.07221
316, 316, 1, 11, 6, 93.35625
317, 317, 1, 11, 7, 97.94653
318, 318, 1, 11, 8, 101.8431
319, 319, 1, 11, 9, 105.0459
320, 320, 1, 11, 10, 107.555
321, 321, 1, 11, 11, 109.3706
322, 322, 1, 11, 12, 110.4926
323, 323, 1, 11, 13, 110.9209
324, 324, 1, 11, 14, 110.6555
325, 325, 1, 11, 15, 109.6965
326, 326, 1, 11, 16, 108.0436
327, 327, 1, 11, 17, 105.697
328, 328, 1, 11, 18, 102.6565
329, 329, 1, 11, 19, 98.92224
330, 330, 1, 11, 20, 94.49415
331, 331, 1, 11, 21, 89.37238
332, 332, 1, 11, 22, 83.55703
333, 333, 1, 11, 23, 77.048
334, 334, 1, 11, 24, 69.84509
335, 335, 1, 11, 25, 61.94827
336, 336, 1, 11, 26, 53.35773
337, 337, 1, 11, 27, 44.07367
338, 338, 1, 11, 28, 34.096
339, 339, 1, 11, 29, 23.42442
340, 340, 1, 11, 30, 12.05884
341, 341, 1, 11, 31, 0.0
342, 342, 1, 12, 1, 60.0
343, 343, 1, 12, 2, 68.0582
344, 344, 1, 12, 3, 75.42305
345, 345, 1, 12, 4, 82.09434
346, 346, 1, 12, 5, 88.07209
347, 347, 1, 12, 6, 93.35614
348, 348, 1, 12, 7, 97.94646
349, 349, 1, 12, 8, 101.843
350, 350, 1, 12, 9, 105.0458
351, 351, 1, 12, 10, 107.555
352, 352, 1, 12, 11, 109.3705
353, 353, 1, 12, 12, 110.4924
354, 354, 1, 12, 13, 110.9207
355, 355, 1, 12, 14, 110.6554
356, 356, 1, 12, 15, 109.6964
357, 357, 1, 12, 16, 108.0436
358, 358, 1, 12, 17, 105.6971
359, 359, 1, 12, 18, 102.6567
360, 360, 1, 12, 19, 98.92249
361, 361, 1, 12, 20, 94.49439
362, 362, 1, 12, 21, 89.3725
363, 363, 1, 12, 22, 83.55693
364, 364, 1, 12, 23, 77.04773
365, 365, 1, 12, 24, 69.84483
366, 366, 1, 12, 25, 61.94812
367, 367, 1, 12, 26, 53.35769
368, 368, 1, 12, 27, 44.07366
369, 369, 1, 12, 28, 34.096
370, 370, 1, 12, 29, 23.42445
371, 371, 1, 12, 30, 12.0589
372, 372, 1, 12, 31, 0.0
373, 373, 1, 13, 1, 60.0
374, 374, 1, 13, 2, 68.05809
375, 375, 1, 13, 3, 75.42295
376, 376, 1, 13, 4, 82.09422
377, 377, 1, 13, 5, 88.07197
378, 378, 1, 13, 6, 93.35604
379, 379, 1, 13, 7, 97.9464
380, 380, 1, 13, 8, 101.843
381, 381, 1, 13, 9, 105.0459
382, 382, 1, 13, 10, 107.555
383, 383, 1, 13, 11, 109.3705
384, 384, 1, 13, 12, 110.4924
385, 385, 1, 13, 13, 110.9206
386, 386, 1, 13, 14, 110.6553
387, 387, 1, 13, 15, 109.6963
388, 388, 1, 13, 16, 108.0435
389, 389, 1, 13, 17, 105.697
390, 390, 1, 13, 18, 102.6568
391, 391, 1, 13, 19, 98.92262
392, 392, 1, 13, 20, 94.49457
393, 393, 1, 13, 21, 89.37264
394, 394, 1, 13, 22, 83.55695
395, 395, 1, 13, 23, 77.04759
396, 396, 1, 13, 24, 69.8446
397, 397, 1, 13, 25, 61.94795
398, 398, 1, 13, 26, 53.35761
399, 399, 1, 13, 27, 44.07365
400, 400, 1, 13, 28, 34.09599
401, 401, 1, 13, 29, 23.42446
402, 402, 1, 13, 30, 12.05893
403, 403, 1, 13, 31, 0.0
404, 404, 1, 14, 1, 60.0
405, 405, 1, 14, 2, 68.05801
406, 406, 1, 14, 3, 75.42287
407, 407, 1, 14, 4, 82.09413
408, 408, 1, 14, 5, 88.07185
409, 409, 1, 14, 6, 93.35595
410, 410, 1, 14, 7, 97.94637
411, 411, 1, 14, 8, 101.8431
412, 412, 1, 14, 9, 105.046
413, 413, 1, 14, 10, 107.5552
414, 414, 1, 14, 11, 109.3707
415, 415, 1, 14, 12, 110.4925
416, 416, 1, 14, 13, 110.9207
417, 417, 1, 14, 14, 110.6552
418, 418, 1, 14, 15, 109.6962
419, 419, 1, 14, 16, 108.0434
420, 420, 1, 14, 17, 105.6969
421, 421, 1, 14, 18, 102.6567
422, 422, 1, 14, 19, 98.9226
423, 423, 1, 14, 20, 94.49462
424, 424, 1, 14, 21, 89.37274
425, 425, 1, 14, 22, 83.55702
426, 426, 1, 14, 23, 77.04758
427, 427, 1, 14, 24, 69.84451
428, 428, 1, 14, 25, 61.94783
429, 429, 1, 14, 26, 53.35753
430, 430, 1, 14, 27, 44.0736
431, 431, 1, 14, 28, 34.09596
432, 432, 1, 14, 29, 23.42445
433, 433, 1, 14, 30, 12.05895
434, 434, 1, 14, 31, 0.0
435, 435, 1, 15, 1, 60.0
436, 436, 1, 15, 2, 68.05796
437, 437, 1, 15, 3, 75.42281
438, 438, 1, 15, 4, 82.09406
439, 439, 1, 15, 5, 88.07178
440, 440, 1, 15, 6, 93.35587
441, 441, 1, 15, 7, 97.94633
442, 442, 1, 15, 8, 101.8431
443, 443, 1, 15, 9, 105.0461
444, 444, 1, 15, 10, 107.5554
445, 445, 1, 15, 11, 109.3709
446, 446, 1, 15, 12, 110.4927
447, 447, 1, 15, 13, 110.9208
448, 448, 1, 15, 14, 110.6553
449, 449, 1, 15, 15, 109.6961
450, 450, 1, 15, 16, 108.0433
451, 451, 1, 15, 17, 105.6968
452, 452, 1, 15, 18, 102.6565
453, 453, 1, 15, 19, 98.92246
454, 454, 1, 15, 20, 94.49454
455, 455, 1, 15, 21, 89.37274
456, 456, 1, 15, 22, 83.55708
457, 457, 1, 15, 23, 77.04766
458, 458, 1, 15, 24, 69.84455
459, 459, 1, 15, 25, 61.94783
460, 460, 1, 15, 26, 53.3575
461, 461, 1, 15, 27, 44.07355
462, 462, 1, 15, 28, 34.09591
463, 463, 1, 15, 29, 23.42442
464, 464, 1, 15, 30, 12.05896
465, 465, 1, 15, 31, 0.0
466, 466, 1, 16, 1, 60.0
467, 467, 1, 16, 2, 68.05795
468, 468, 1, 16, 3, 75.4228
469, 469, 1, 16, 4, 82.09404
470, 470, 1, 16, 5, 88.07175
471, 471, 1, 16, 6, 93.35583
472, 472, 1, 16, 7, 97.9463
473, 473, 1, 16, 8, 101.8431
474, 474, 1, 16, 9, 105.0462
475, 475, 1, 16, 10, 107.5556
476, 476, 1, 16, 11, 109.3712
477, 477, 1, 16, 12, 110.493
478, 478, 1, 16, 13, 110.9211
479, 479, 1, 16, 14, 110.6555
480, 480, 1, 16, 15, 109.6962
481, 481, 1, 16, 16, 108.0432
482, 482, 1, 16, 17, 105.6966
483, 483, 1, 16, 18, 102.6563
484, 484, 1, 16, 19, 98.92223
485, 485, 1, 16, 20, 94.49436
486, 486, 1, 16, 21, 89.37264
487, 487, 1, 16, 22, 83.55708
488, 488, 1, 16, 23, 77.04773
489, 489, 1, 16, 24, 69.84466
490, 490, 1, 16, 25, 61.94792
491, 491, 1, 16, 26, 53.35754
492, 492, 1, 16, 27, 44.07354
493, 493, 1, 16, 28, 34.09586
494, 494, 1, 16, 29, 23.42438
495, 495, 1, 16, 30, 12.05895
496, 496, 1, 16, 31, 0.0
497, 497, 1, 17, 1, 60.0
498, 498, 1, 17, 2, 68.05798
499, 499, 1, 17, 3, 75.42281
500, 500, 1, 17, 4, 82.09406
501, 501, 1, 17, 5, 88.07176
502, 502, 1, 17, 6, 93.35585
503, 503, 1, 17, 7, 97.9463
504, 504, 1, 17, 8, 101.8431
505, 505, 1, 17, 9, 105.0463
506, 506, 1, 17, 10, 107.5557
507, 507, 1, 17, 11, 109.3714
508, 508, 1, 17, 12, 110.4933
509, 509, 1, 17, 13, 110.9214
510, 510, 1, 17, 14, 110.6557
511, 511, 1, 17, 15, 109.6964
512, 512, 1, 17, 16, 108.0433
513, 513, 1, 17, 17, 105.6965
514, 514, 1, 17, 18, 102.6561
515, 515, 1, 17, 19, 98.92197
516, 516, 1, 17, 20, 94.49412
517, 517, 1, 17, 21, 89.37247
518, 518, 1, 17, 22, 83.55701
519, 519, 1, 17, 23, 77.04776
520, 520, 1, 17, 24, 69.84477
521, 521, 1, 17, 25, 61.94806
522, 522, 1, 17, 26, 53.35765
523, 523, 1, 17, 27, 44.07358
524, 524, 1, 17, 28, 34.09584
525, 525, 1, 17, 29, 23.42434
526, 526, 1, 17, 30, 12.05893
527, 527, 1, 17, 31, 0.0
528, 528, 1, 18, 1, 60.0
529, 529, 1, 18, 2, 68.05803
530, 530, 1, 18, 3, 75.42286
531, 531, 1, 18, 4, 82.09412
532, 532, 1, 18, 5, 88.07183
533, 533, 1, 18, 6, 93.35593
534, 534, 1, 18, 7, 97.94637
535, 535, 1, 18, 8, 101.8432
536, 536, 1, 18, 9, 105.0464
537, 537, 1, 18, 10, 107.5558
538, 538, 1, 18, 11, 109.3716
539, 539, 1, 18, 12, 110.4935
540, 540, 1, 18, 13, 110.9216
541, 541, 1, 18, 14, 110.656
542, 542, 1, 18, 15, 109.6966
543, 543, 1, 18, 16, 108.0434
544, 544, 1, 18, 17, 105.6965
545, 545, 1, 18, 18, 102.656
546, 546, 1, 18, 19, 98.92176
547, 547, 1, 18, 20, 94.49386
548, 548, 1, 18, 21, 89.37224
549, 549, 1, 18, 22, 83.55685
550, 550, 1, 18, 23, 77.04772
551, 551, 1, 18, 24, 69.84484
552, 552, 1, 18, 25, 61.9482
553, 553, 1, 18, 26, 53.35779
554, 554, 1, 18, 27, 44.07366
555, 555, 1, 18, 28, 34.09584
556, 556, 1, 18, 29, 23.42431
557, 557, 1, 18, 30, 12.05891
558, 558, 1, 18, 31, 0.0
559, 559, 1, 19, 1, 60.0
560, 560, 1, 19, 2, 68.05811
561, 561, 1, 19, 3, 75.42293
562, 562, 1, 19, 4, 82.09419
563, 563, 1, 19, 5, 88.07194
564, 564, 1, 19, 6, 93.35606
565, 565, 1, 19, 7, 97.94651
566, 566, 1, 19, 8, 101.8433
567, 567, 1, 19, 9, 105.0464
568, 568, 1, 19, 10, 107.5559
569, 569, 1, 19, 11, 109.3717
570, 570, 1, 19, 12, 110.4936
571, 571, 1, 19, 13, 110.9218
572, 572, 1, 19, 14, 110.6562
573, 573, 1, 19, 15, 109.6968
574, 574, 1, 19, 16, 108.0437
575, 575, 1, 19, 17, 105.6967
576, 576, 1, 19, 18, 102.656
577, 577, 1, 19, 19, 98.92165
578, 578, 1, 19, 20, 94.49366
579, 579, 1, 19, 21, 89.37201
580, 580, 1, 19, 22, 83.55667
581, 581, 1, 19, 23, 77.04762
582, 582, 1, 19, 24, 69.84484
583, 583, 1, 19, 25, 61.94828
584, 584, 1, 19, 26, 53.35791
585, 585, 1, 19, 27, 44.07374
586, 586, 1, 19, 28, 34.09586
587, 587, 1, 19, 29, 23.42428
588, 588, 1, 19, 30, 12.05889
589, 589, 1, 19, 31, 0.0
590, 590, 1, 20, 1, 60.0
591, 591, 1, 20, 2, 68.0582
592, 592, 1, 20, 3, 75.42302
593, 593, 1, 20, 4, 82.09428
594, 594, 1, 20, 5, 88.07205
595, 595, 1, 20, 6, 93.35622
596, 596, 1, 20, 7, 97.94672
597, 597, 1, 20, 8, 101.8435
598, 598, 1, 20, 9, 105.0466
599, 599, 1, 20, 10, 107.556
600, 600, 1, 20, 11, 109.3717
601, 601, 1, 20, 12, 110.4937
602, 602, 1, 20, 13, 110.9219
603, 603, 1, 20, 14, 110.6564
604, 604, 1, 20, 15, 109.6971
605, 605, 1, 20, 16, 108.0439
606, 606, 1, 20, 17, 105.6969
607, 607, 1, 20, 18, 102.6562
608, 608, 1, 20, 19, 98.9217
609, 609, 1, 20, 20, 94.49359
610, 610, 1, 20, 21, 89.37185
611, 611, 1, 20, 22, 83.55648
612, 612, 1, 20, 23, 77.04747
613, 613, 1, 20, 24, 69.84476
614, 614, 1, 20, 25, 61.9483
615, 615, 1, 20, 26, 53.35798
616, 616, 1, 20, 27, 44.0738
617, 617, 1, 20, 28, 34.09586
618, 618, 1, 20, 29, 23.42425
619, 619, 1, 20, 30, 12.05886
620, 620, 1, 20, 31, 0.0
621, 621, 1, 21, 1, 60.0
622, 622, 1, 21, 2, 68.05832
623, 623, 1, 21, 3, 75.42313
624, 624, 1, 21, 4, 82.09438
625, 625, 1, 21, 5, 88.07216
626, 626, 1, 21, 6, 93.35639
627, 627, 1, 21, 7, 97.94695
628, 628, 1, 21, 8, 101.8437
629, 629, 1, 21, 9, 105.0468
630, 630, 1, 21, 10, 107.5561
631, 631, 1, 21, 11, 109.3718
632, 632, 1, 21, 12, 110.4937
633, 633, 1, 21, 13, 110.922
634, 634, 1, 21, 14, 110.6565
635, 635, 1, 21, 15, 109.6972
636, 636, 1, 21, 16, 108.0441
637, 637, 1, 21, 17, 105.6972
638, 638, 1, 21, 18, 102.6564
639, 639, 1, 21, 19, 98.92189
640, 640, 1, 21, 20, 94.49368
641, 641, 1, 21, 21, 89.37182
642, 642, 1, 21, 22, 83.55636
643, 643, 1, 21, 23, 77.0473
644, 644, 1, 21, 24, 69.84461
645, 645, 1, 21, 25, 61.94821
646, 646, 1, 21, 26, 53.35796
647, 647, 1, 21, 27, 44.0738
648, 648, 1, 21, 28, 34.09583
649, 649, 1, 21, 29, 23.42419
650, 650, 1, 21, 30, 12.05882
651, 651, 1, 21, 31, 0.0
652, 652, 1, 22, 1, 60.0
653, 653, 1, 22, 2, 68.05846
654, 654, 1, 22, 3, 75.42327
655, 655, 1, 22, 4, 82.09451
656, 656, 1, 22, 5, 88.07228
657, 657, 1, 22, 6, 93.35654
658, 658, 1, 22, 7, 97.94718
659, 659, 1, 22, 8, 101.844
660, 660, 1, 22, 9, 105.0471
661, 661, 1, 22, 10, 107.5563
662, 662, 1, 22, 11, 109.3719
663, 663, 1, 22, 12, 110.4938
664, 664, 1, 22, 13, 110.922
665, 665, 1, 22, 14, 110.6565
666, 666, 1, 22, 15, 109.6972
667, 667, 1, 22, 16, 108.0442
668, 668, 1, 22, 17, 105.6974
669, 669, 1, 22, 18, 102.6567
670, 670, 1, 22, 19, 98.92216
671, 671, 1, 22, 20, 94.4939
672, 672, 1, 22, 21, 89.37193
673, 673, 1, 22, 22, 83.55634
674, 674, 1, 22, 23, 77.04717
675, 675, 1, 22, 24, 69.84443
676, 676, 1, 22, 25, 61.94803
677, 677, 1, 22, 26, 53.35782
678, 678, 1, 22, 27, 44.0737
679, 679, 1, 22, 28, 34.09573
680, 680, 1, 22, 29, 23.4241
681, 681, 1, 22, 30, 12.05876
682, 682, 1, 22, 31, 0.0
683, 683, 1, 23, 1, 60.0
684, 684, 1, 23, 2, 68.0586
685, 685, 1, 23, 3, 75.42345
686, 686, 1, 23, 4, 82.09471
687, 687, 1, 23, 5, 88.07245
688, 688, 1, 23, 6, 93.35667
689, 689, 1, 23, 7, 97.94736
690, 690, 1, 23, 8, 101.8443
691, 691, 1, 23, 9, 105.0474
692, 692, 1, 23, 10, 107.5566
693, 693, 1, 23, 11, 109.3721
694, 694, 1, 23, 12, 110.4939
695, 695, 1, 23, 13, 110.922
696, 696, 1, 23, 14, 110.6565
697, 697, 1, 23, 15, 109.6972
698, 698, 1, 23, 16, 108.0442
699, 699, 1, 23, 17, 105.6974
700, 700, 1, 23, 18, 102.6569
701, 701, 1, 23, 19, 98.92242
