, "id", "k", "i", "j", "f"
184, 184, 1, 6, 29, 4.00032
185, 185, 1, 6, 30, 2.000032
186, 186, 1, 6, 31, 0.0
187, 187, 1, 7, 1, 60.0
188, 188, 1, 7, 2, 57.99965
189, 189, 1, 7, 3, 55.99966
190, 190, 1, 7, 4, 53.99958
191, 191, 1, 7, 5, 51.99966
192, 192, 1, 7, 6, 49.99971
193, 193, 1, 7, 7, 47.99973
194, 194, 1, 7, 8, 45.99979
195, 195, 1, 7, 9, 43.99991
196, 196, 1, 7, 10, 42.0
197, 197, 1, 7, 11, 40.0
198, 198, 1, 7, 12, 37.99991
199, 199, 1, 7, 13, 35.99977
200, 200, 1, 7, 14, 33.99962
201, 201, 1, 7, 15, 31.99949
202, 202, 1, 7, 16, 29.9994
203, 203, 1, 7, 17, 27.99935
204, 204, 1, 7, 18, 25.99937
205, 205, 1, 7, 19, 23.99947
206, 206, 1, 7, 20, 21.99962
207, 207, 1, 7, 21, 19.99977
208, 208, 1, 7, 22, 17.99985
209, 209, 1, 7, 23, 15.99988
210, 210, 1, 7, 24, 13.99989
211, 211, 1, 7, 25, 11.9998
212, 212, 1, 7, 26, 9.999501
213, 213, 1, 7, 27, 7.999337
214, 214, 1, 7, 28, 5.999886
215, 215, 1, 7, 29, 4.000246
216, 216, 1, 7, 30, 1.999995
217, 217, 1, 7, 31, 0.0
218, 218, 1, 8, 1, 60.0
219, 219, 1, 8, 2, 57.9996
220, 220, 1, 8, 3, 55.99963
221, 221, 1, 8, 4, 53.99953
222, 222, 1, 8, 5, 51.99958
223, 223, 1, 8, 6, 49.99961
224, 224, 1, 8, 7, 47.9996
225, 225, 1, 8, 8, 45.99962
226, 226, 1, 8, 9, 43.99973
227, 227, 1, 8, 10, 41.99984
228, 228, 1, 8, 11, 39.99991
229, 229, 1, 8, 12, 37.99989
230, 230, 1, 8, 13, 35.9998
231, 231, 1, 8, 14, 33.99968
232, 232, 1, 8, 15, 31.99957
233, 233, 1, 8, 16, 29.9995
234, 234, 1, 8, 17, 27.99947
235, 235, 1, 8, 18, 25.99949
236, 236, 1, 8, 19, 23.99956
237, 237, 1, 8, 20, 21.99971
238, 238, 1, 8, 21, 19.99988
239, 239, 1, 8, 22, 17.99999
240, 240, 1, 8, 23, 15.99998
241, 241, 1, 8, 24, 13.99989
242, 242, 1, 8, 25, 11.99977
243, 243, 1, 8, 26, 9.999636
244, 244, 1, 8, 27, 7.999596
245, 245, 1, 8, 28, 6.000028
246, 246, 1, 8, 29, 4.000189
247, 247, 1, 8, 30, 1.999961
248, 248, 1, 8, 31, 0.0
249, 249, 1, 9, 1, 60.0
250, 250, 1, 9, 2, 57.99957
251, 251, 1, 9, 3, 55.99961
252, 252, 1, 9, 4, 53.9995
253, 253, 1, 9, 5, 51.99952
254, 254, 1, 9, 6, 49.99954
255, 255, 1, 9, 7, 47.9995
256, 256, 1, 9, 8, 45.99947
257, 257, 1, 9, 9, 43.99954
258, 258, 1, 9, 10, 41.99967
259, 259, 1, 9, 11, 39.99979
260, 260, 1, 9, 12, 37.99985
261, 261, 1, 9, 13, 35.99983
262, 262, 1, 9, 14, 33.99977
263, 263, 1, 9, 15, 31.99969
264, 264, 1, 9, 16, 29.99964
265, 265, 1, 9, 17, 27.99963
266, 266, 1, 9, 18, 25.99966
267, 267, 1, 9, 19, 23.99972
268, 268, 1, 9, 20, 21.99981
269, 269, 1, 9, 21, 19.99993
270, 270, 1, 9, 22, 18.00003
271, 271, 1, 9, 23, 16.00002
272, 272, 1, 9, 24, 13.99989
273, 273, 1, 9, 25, 11.99975
274, 274, 1, 9, 26, 9.999708
275, 275, 1, 9, 27, 7.99982
276, 276, 1, 9, 28, 6.000137
277, 277, 1, 9, 29, 4.000168
278, 278, 1, 9, 30, 1.999946
279, 279, 1, 9, 31, 0.0
280, 280, 1, 10, 1, 60.0
281, 281, 1, 10, 2, 57.99955
282, 282, 1, 10, 3, 55.9996
283, 283, 1, 10, 4, 53.99949
284, 284, 1, 10, 5, 51.9995
285, 285, 1, 10, 6, 49.99951
286, 286, 1, 10, 7, 47.99945
287, 287, 1, 10, 8, 45.99939
288, 288, 1, 10, 9, 43.9994
289, 289, 1, 10, 10, 41.9995
290, 290, 1, 10, 11, 39.99965
291, 291, 1, 10, 12, 37.99978
292, 292, 1, 10, 13, 35.99985
293, 293, 1, 10, 14, 33.99985
294, 294, 1, 10, 15, 31.99981
295, 295, 1, 10, 16, 29.99977
296, 296, 1, 10, 17, 27.99977
297, 297, 1, 10, 18, 25.99982
298, 298, 1, 10, 19, 23.99988
299, 299, 1, 10, 20, 21.99994
300, 300, 1, 10, 21, 19.99998
301, 301, 1, 10, 22, 18.00002
302, 302, 1, 10, 23, 16.00001
303, 303, 1, 10, 24, 13.99991
304, 304, 1, 10, 25, 11.99979
305, 305, 1, 10, 26, 9.999797
306, 306, 1, 10, 27, 7.999968
307, 307, 1, 10, 28, 6.000192
308, 308, 1, 10, 29, 4.000154
309, 309, 1, 10, 30, 1.999942
310, 310, 1, 10, 31, 0.0
311, 311, 1, 11, 1, 60.0
312, 312, 1, 11, 2, 57.99955
313, 313, 1, 11, 3, 55.9996
314, 314, 1, 11, 4, 53.99949
315, 315, 1, 11, 5, 51.99949
316, 316, 1, 11, 6, 49.99952
317, 317, 1, 11, 7, 47.99946
318, 318, 1, 11, 8, 45.99937
319, 319, 1, 11, 9, 43.99933
320, 320, 1, 11, 10, 41.99938
321, 321, 1, 11, 11, 39.99952
322, 322, 1, 11, 12, 37.99968
323, 323, 1, 11, 13, 35.99982
324, 324, 1, 11, 14, 33.9999
325, 325, 1, 11, 15, 31.99991
326, 326, 1, 11, 16, 29.99989
327, 327, 1, 11, 17, 27.99988
328, 328, 1, 11, 18, 25.99992
329, 329, 1, 11, 19, 23.99998
330, 330, 1, 11, 20, 22.00003
331, 331, 1, 11, 21, 20.00005
332, 332, 1, 11, 22, 18.00003
333, 333, 1, 11, 23, 15.99999
334, 334, 1, 11, 24, 13.99993
335, 335, 1, 11, 25, 11.99987
336, 336, 1, 11, 26, 9.999909
337, 337, 1, 11, 27, 8.000074
338, 338, 1, 11, 28, 6.000215
339, 339, 1, 11, 29, 4.000137
340, 340, 1, 11, 30, 1.99994
341, 341, 1, 11, 31, 0.0
342, 342, 1, 12, 1, 60.0
343, 343, 1, 12, 2, 57.99956
344, 344, 1, 12, 3, 55.9996
345, 345, 1, 12, 4, 53.99951
346, 346, 1, 12, 5, 51.99951
347, 347, 1, 12, 6, 49.99955
348, 348, 1, 12, 7, 47.99952
349, 349, 1, 12, 8, 45.99943
350, 350, 1, 12, 9, 43.99934
351, 351, 1, 12, 10, 41.99933
352, 352, 1, 12, 11, 39.99942
353, 353, 1, 12, 12, 37.99957
354, 354, 1, 12, 13, 35.99974
355, 355, 1, 12, 14, 33.9999
356, 356, 1, 12, 15, 31.99998
357, 357, 1, 12, 16, 29.99999
358, 358, 1, 12, 17, 27.99997
359, 359, 1, 12, 18, 25.99996
360, 360, 1, 12, 19, 24.0
361, 361, 1, 12, 20, 22.00006
362, 362, 1, 12, 21, 20.00008
363, 363, 1, 12, 22, 18.00006
364, 364, 1, 12, 23, 16.00001
365, 365, 1, 12, 24, 13.99997
366, 366, 1, 12, 25, 11.99995
367, 367, 1, 12, 26, 10.00001
368, 368, 1, 12, 27, 8.000149
369, 369, 1, 12, 28, 6.000223
370, 370, 1, 12, 29, 4.000121
371, 371, 1, 12, 30, 1.999938
372, 372, 1, 12, 31, 0.0
373, 373, 1, 13, 1, 60.0
374, 374, 1, 13, 2, 57.99958
375, 375, 1, 13, 3, 55.99962
376, 376, 1, 13, 4, 53.99953
377, 377, 1, 13, 5, 51.99953
378, 378, 1, 13, 6, 49.99959
379, 379, 1, 13, 7, 47.9996
380, 380, 1, 13, 8, 45.99953
381, 381, 1, 13, 9, 43.99943
382, 382, 1, 13, 10, 41.99937
383, 383, 1, 13, 11, 39.99939
384, 384, 1, 13, 12, 37.99949
385, 385, 1, 13, 13, 35.99965
386, 386, 1, 13, 14, 33.99984
387, 387, 1, 13, 15, 31.99998
388, 388, 1, 13, 16, 30.00005
389, 389, 1, 13, 17, 28.00004
390, 390, 1, 13, 18, 25.99999
391, 391, 1, 13, 19, 23.99998
392, 392, 1, 13, 20, 22.00001
393, 393, 1, 13, 21, 20.00005
394, 394, 1, 13, 22, 18.00008
395, 395, 1, 13, 23, 16.00007
396, 396, 1, 13, 24, 14.00005
397, 397, 1, 13, 25, 12.00006
398, 398, 1, 13, 26, 10.00011
399, 399, 1, 13, 27, 8.000202
400, 400, 1, 13, 28, 6.000219
401, 401, 1, 13, 29, 4.000103
402, 402, 1, 13, 30, 1.999935
403, 403, 1, 13, 31, 0.0
404, 404, 1, 14, 1, 60.0
405, 405, 1, 14, 2, 57.99961
406, 406, 1, 14, 3, 55.99965
407, 407, 1, 14, 4, 53.99955
408, 408, 1, 14, 5, 51.99955
409, 409, 1, 14, 6, 49.99963
410, 410, 1, 14, 7, 47.99968
411, 411, 1, 14, 8, 45.99965
412, 412, 1, 14, 9, 43.99957
413, 413, 1, 14, 10, 41.99948
414, 414, 1, 14, 11, 39.99944
415, 415, 1, 14, 12, 37.99947
416, 416, 1, 14, 13, 35.99957
417, 417, 1, 14, 14, 33.99973
418, 418, 1, 14, 15, 31.99992
419, 419, 1, 14, 16, 30.00004
420, 420, 1, 14, 17, 28.00007
421, 421, 1, 14, 18, 26.00002
422, 422, 1, 14, 19, 23.99995
423, 423, 1, 14, 20, 21.99993
424, 424, 1, 14, 21, 19.99996
425, 425, 1, 14, 22, 18.00002
426, 426, 1, 14, 23, 16.00009
427, 427, 1, 14, 24, 14.00014
428, 428, 1, 14, 25, 12.00018
429, 429, 1, 14, 26, 10.00023
430, 430, 1, 14, 27, 8.000256
431, 431, 1, 14, 28, 6.000216
432, 432, 1, 14, 29, 4.000084
433, 433, 1, 14, 30, 1.99993
434, 434, 1, 14, 31, 0.0
435, 435, 1, 15, 1, 60.0
436, 436, 1, 15, 2, 57.99966
437, 437, 1, 15, 3, 55.99968
438, 438, 1, 15, 4, 53.99958
439, 439, 1, 15, 5, 51.99958
440, 440, 1, 15, 6, 49.99966
441, 441, 1, 15, 7, 47.99974
442, 442, 1, 15, 8, 45.99974
443, 443, 1, 15, 9, 43.9997
444, 444, 1, 15, 10, 41.99963
445, 445, 1, 15, 11, 39.99957
446, 446, 1, 15, 12, 37.99953
447, 447, 1, 15, 13, 35.99955
448, 448, 1, 15, 14, 33.99965
449, 449, 1, 15, 15, 31.99981
450, 450, 1, 15, 16, 29.99997
451, 451, 1, 15, 17, 28.00006
452, 452, 1, 15, 18, 26.00005
453, 453, 1, 15, 19, 23.99996
454, 454, 1, 15, 20, 21.99987
455, 455, 1, 15, 21, 19.99985
456, 456, 1, 15, 22, 17.99991
457, 457, 1, 15, 23, 16.00003
458, 458, 1, 15, 24, 14.00017
459, 459, 1, 15, 25, 12.00027
460, 460, 1, 15, 26, 10.00033
461, 461, 1, 15, 27, 8.000321
462, 462, 1, 15, 28, 6.00023
463, 463, 1, 15, 29, 4.000074
464, 464, 1, 15, 30, 1.999925
465, 465, 1, 15, 31, 0.0
466, 466, 1, 16, 1, 60.0
467, 467, 1, 16, 2, 57.9997
468, 468, 1, 16, 3, 55.99972
469, 469, 1, 16, 4, 53.99962
470, 470, 1, 16, 5, 51.9996
471, 471, 1, 16, 6, 49.99968
472, 472, 1, 16, 7, 47.99977
473, 473, 1, 16, 8, 45.99981
474, 474, 1, 16, 9, 43.9998
475, 475, 1, 16, 10, 41.99977
476, 476, 1, 16, 11, 39.99972
477, 477, 1, 16, 12, 37.99966
478, 478, 1, 16, 13, 35.99962
479, 479, 1, 16, 14, 33.99963
480, 480, 1, 16, 15, 31.99971
481, 481, 1, 16, 16, 29.99985
482, 482, 1, 16, 17, 27.99997
483, 483, 1, 16, 18, 26.00002
484, 484, 1, 16, 19, 23.99998
485, 485, 1, 16, 20, 21.99987
486, 486, 1, 16, 21, 19.99979
487, 487, 1, 16, 22, 17.9998
488, 488, 1, 16, 23, 15.99992
489, 489, 1, 16, 24, 14.00011
490, 490, 1, 16, 25, 12.00028
491, 491, 1, 16, 26, 10.00039
492, 492, 1, 16, 27, 8.000377
493, 493, 1, 16, 28, 6.00026
494, 494, 1, 16, 29, 4.000083
495, 495, 1, 16, 30, 1.999927
496, 496, 1, 16, 31, 0.0
497, 497, 1, 17, 1, 60.0
498, 498, 1, 17, 2, 57.99975
499, 499, 1, 17, 3, 55.99977
500, 500, 1, 17, 4, 53.99967
501, 501, 1, 17, 5, 51.99963
502, 502, 1, 17, 6, 49.9997
503, 503, 1, 17, 7, 47.99979
504, 504, 1, 17, 8, 45.99984
505, 505, 1, 17, 9, 43.99986
506, 506, 1, 17, 10, 41.99986
507, 507, 1, 17, 11, 39.99985
508, 508, 1, 17, 12, 37.99981
509, 509, 1, 17, 13, 35.99976
510, 510, 1, 17, 14, 33.99969
511, 511, 1, 17, 15, 31.99969
512, 512, 1, 17, 16, 29.99974
513, 513, 1, 17, 17, 27.99985
514, 514, 1, 17, 18, 25.99994
515, 515, 1, 17, 19, 23.99996
516, 516, 1, 17, 20, 21.99989
517, 517, 1, 17, 21, 19.9998
518, 518, 1, 17, 22, 17.99975
519, 519, 1, 17, 23, 15.99981
520, 520, 1, 17, 24, 13.99999
521, 521, 1, 17, 25, 12.0002
522, 522, 1, 17, 26, 10.00035
523, 523, 1, 17, 27, 8.000381
524, 524, 1, 17, 28, 6.000278
525, 525, 1, 17, 29, 4.000102
526, 526, 1, 17, 30, 1.99994
527, 527, 1, 17, 31, 0.0
528, 528, 1, 18, 1, 60.0
529, 529, 1, 18, 2, 57.99981
530, 530, 1, 18, 3, 55.99982
531, 531, 1, 18, 4, 53.99972
532, 532, 1, 18, 5, 51.99968
533, 533, 1, 18, 6, 49.99972
534, 534, 1, 18, 7, 47.9998
535, 535, 1, 18, 8, 45.99986
536, 536, 1, 18, 9, 43.99988
537, 537, 1, 18, 10, 41.9999
538, 538, 1, 18, 11, 39.99992
539, 539, 1, 18, 12, 37.99994
540, 540, 1, 18, 13, 35.9999
541, 541, 1, 18, 14, 33.99983
542, 542, 1, 18, 15, 31.99975
543, 543, 1, 18, 16, 29.99972
544, 544, 1, 18, 17, 27.99975
545, 545, 1, 18, 18, 25.99983
546, 546, 1, 18, 19, 23.99989
547, 547, 1, 18, 20, 21.99989
548, 548, 1, 18, 21, 19.99983
549, 549, 1, 18, 22, 17.99976
550, 550, 1, 18, 23, 15.99976
551, 551, 1, 18, 24, 13.99987
552, 552, 1, 18, 25, 12.00006
553, 553, 1, 18, 26, 10.00023
554, 554, 1, 18, 27, 8.000307
555, 555, 1, 18, 28, 6.000251
556, 556, 1, 18, 29, 4.000109
557, 557, 1, 18, 30, 1.999957
558, 558, 1, 18, 31, 0.0
559, 559, 1, 19, 1, 60.0
560, 560, 1, 19, 2, 57.99986
561, 561, 1, 19, 3, 55.99988
562, 562, 1, 19, 4, 53.99977
563, 563, 1, 19, 5, 51.99972
564, 564, 1, 19, 6, 49.99975
565, 565, 1, 19, 7, 47.99982
566, 566, 1, 19, 8, 45.99986
567, 567, 1, 19, 9, 43.99988
568, 568, 1, 19, 10, 41.9999
569, 569, 1, 19, 11, 39.99994
570, 570, 1, 19, 12, 37.99998
571, 571, 1, 19, 13, 36.00001
572, 572, 1, 19, 14, 33.99997
573, 573, 1, 19, 15, 31.99988
574, 574, 1, 19, 16, 29.99978
575, 575, 1, 19, 17, 27.99972
576, 576, 1, 19, 18, 25.99973
577, 577, 1, 19, 19, 23.99979
578, 578, 1, 19, 20, 21.99984
579, 579, 1, 19, 21, 19.99985
580, 580, 1, 19, 22, 17.9998
581, 581, 1, 19, 23, 15.99977
582, 582, 1, 19, 24, 13.99981
583, 583, 1, 19, 25, 11.99993
584, 584, 1, 19, 26, 10.00007
585, 585, 1, 19, 27, 8.000165
586, 586, 1, 19, 28, 6.000162
587, 587, 1, 19, 29, 4.000081
588, 588, 1, 19, 30, 1.999966
589, 589, 1, 19, 31, 0.0
590, 590, 1, 20, 1, 60.0
591, 591, 1, 20, 2, 57.9999
592, 592, 1, 20, 3, 55.99993
593, 593, 1, 20, 4, 53.99983
594, 594, 1, 20, 5, 51.99977
595, 595, 1, 20, 6, 49.99978
596, 596, 1, 20, 7, 47.99984
597, 597, 1, 20, 8, 45.99987
598, 598, 1, 20, 9, 43.99989
599, 599, 1, 20, 10, 41.99989
600, 600, 1, 20, 11, 39.99992
601, 601, 1, 20, 12, 37.99997
602, 602, 1, 20, 13, 36.00004
603, 603, 1, 20, 14, 34.00007
604, 604, 1, 20, 15, 32.00002
605, 605, 1, 20, 16, 29.9999
606, 606, 1, 20, 17, 27.99978
607, 607, 1, 20, 18, 25.9997
608, 608, 1, 20, 19, 23.9997
609, 609, 1, 20, 20, 21.99976
610, 610, 1, 20, 21, 19.99981
611, 611, 1, 20, 22, 17.99983
612, 612, 1, 20, 23, 15.99981
613, 613, 1, 20, 24, 13.99981
614, 614, 1, 20, 25, 11.99985
615, 615, 1, 20, 26, 9.999933
616, 616, 1, 20, 27, 8.000002
617, 617, 1, 20, 28, 6.000028
618, 618, 1, 20, 29, 4.000011
619, 619, 1, 20, 30, 1.999957
620, 620, 1, 20, 31, 0.0
621, 621, 1, 21, 1, 60.0
622, 622, 1, 21, 2, 57.99995
623, 623, 1, 21, 3, 55.99998
624, 624, 1, 21, 4, 53.99988
625, 625, 1, 21, 5, 51.99981
626, 626, 1, 21, 6, 49.99982
627, 627, 1, 21, 7, 47.99986
628, 628, 1, 21, 8, 45.99989
629, 629, 1, 21, 9, 43.9999
630, 630, 1, 21, 10, 41.9999
631, 631, 1, 21, 11, 39.9999
632, 632, 1, 21, 12, 37.99994
633, 633, 1, 21, 13, 36.00001
634, 634, 1, 21, 14, 34.00008
635, 635, 1, 21, 15, 32.00009
636, 636, 1, 21, 16, 30.00002
637, 637, 1, 21, 17, 27.99989
638, 638, 1, 21, 18, 25.99975
639, 639, 1, 21, 19, 23.99967
640, 640, 1, 21, 20, 21.99967
641, 641, 1, 21, 21, 19.99973
642, 642, 1, 21, 22, 17.9998
643, 643, 1, 21, 23, 15.99983
644, 644, 1, 21, 24, 13.99983
645, 645, 1, 21, 25, 11.99984
646, 646, 1, 21, 26, 9.99985
647, 647, 1, 21, 27, 7.999866
648, 648, 1, 21, 28, 5.999885
649, 649, 1, 21, 29, 3.999916
650, 650, 1, 21, 30, 1.999931
651, 651, 1, 21, 31, 0.0
652, 652, 1, 22, 1, 60.0
653, 653, 1, 22, 2, 58.0
654, 654, 1, 22, 3, 56.00003
655, 655, 1, 22, 4, 53.99993
656, 656, 1, 22, 5, 51.99986
657, 657, 1, 22, 6, 49.99985
658, 658, 1, 22, 7, 47.99988
659, 659, 1, 22, 8, 45.99991
660, 660, 1, 22, 9, 43.99992
661, 661, 1, 22, 10, 41.99992
662, 662, 1, 22, 11, 39.9999
663, 663, 1, 22, 12, 37.9999
664, 664, 1, 22, 13, 35.99994
665, 665, 1, 22, 14, 34.00002
666, 666, 1, 22, 15, 32.00008
667, 667, 1, 22, 16, 30.00008
668, 668, 1, 22, 17, 27.99999
669, 669, 1, 22, 18, 25.99985
670, 670, 1, 22, 19, 23.9997
671, 671, 1, 22, 20, 21.99963
672, 672, 1, 22, 21, 19.99965
673, 673, 1, 22, 22, 17.99972
674, 674, 1, 22, 23, 15.99979
675, 675, 1, 22, 24, 13.99984
676, 676, 1, 22, 25, 11.99984
677, 677, 1, 22, 26, 9.999823
678, 678, 1, 22, 27, 7.999787
679, 679, 1, 22, 28, 5.999774
680, 680, 1, 22, 29, 3.999824
681, 681, 1, 22, 30, 1.999897
682, 682, 1, 22, 31, 0.0
683, 683, 1, 23, 1, 60.0
684, 684, 1, 23, 2, 58.00004
685, 685, 1, 23, 3, 56.00008
686, 686, 1, 23, 4, 53.99998
687, 687, 1, 23, 5, 51.99989
688, 688, 1, 23, 6, 49.99988
689, 689, 1, 23, 7, 47.99992
690, 690, 1, 23, 8, 45.99994
691, 691, 1, 23, 9, 43.99995
692, 692, 1, 23, 10, 41.99994
693, 693, 1, 23, 11, 39.99992
694, 694, 1, 23, 12, 37.99989
695, 695, 1, 23, 13, 35.99988
696, 696, 1, 23, 14, 33.99992
697, 697, 1, 23, 15, 31.99998
698, 698, 1, 23, 16, 30.00004
699, 699, 1, 23, 17, 28.00002
700, 700, 1, 23, 18, 25.99993
