, "id", "k", "i", "j", "f"
691, 691, 1, 23, 9, 40.00027
692, 692, 1, 23, 10, 37.50034
693, 693, 1, 23, 11, 35.00039
694, 694, 1, 23, 12, 32.5004
695, 695, 1, 23, 13, 30.00037
696, 696, 1, 23, 14, 27.50032
697, 697, 1, 23, 15, 25.00033
698, 698, 1, 23, 16, 22.50039
699, 699, 1, 23, 17, 20.99982
700, 700, 1, 23, 18, 19.49988
701, 701, 1, 23, 19, 17.99981
702, 702, 1, 23, 20, 16.49981
703, 703, 1, 23, 21, 14.99984
704, 704, 1, 23, 22, 13.4999
705, 705, 1, 23, 23, 11.99999
706, 706, 1, 23, 24, 10.50006
707, 707, 1, 23, 25, 9.000094
708, 708, 1, 23, 26, 7.500072
709, 709, 1, 23, 27, 5.999993
710, 710, 1, 23, 28, 4.499866
711, 711, 1, 23, 29, 2.999778
712, 712, 1, 23, 30, 1.499843
713, 713, 1, 23, 31, 0.0
714, 714, 1, 24, 1, 60.0
715, 715, 1, 24, 2, 57.50018
716, 716, 1, 24, 3, 55.00021
717, 717, 1, 24, 4, 52.50018
718, 718, 1, 24, 5, 50.00016
719, 719, 1, 24, 6, 47.50013
720, 720, 1, 24, 7, 45.00011
721, 721, 1, 24, 8, 42.50014
722, 722, 1, 24, 9, 40.00021
723, 723, 1, 24, 10, 37.50029
724, 724, 1, 24, 11, 35.00034
725, 725, 1, 24, 12, 32.50036
726, 726, 1, 24, 13, 30.00035
727, 727, 1, 24, 14, 27.50032
728, 728, 1, 24, 15, 25.00034
729, 729, 1, 24, 16, 22.50039
730, 730, 1, 24, 17, 20.99981
731, 731, 1, 24, 18, 19.49991
732, 732, 1, 24, 19, 17.99989
733, 733, 1, 24, 20, 16.4999
734, 734, 1, 24, 21, 14.99989
735, 735, 1, 24, 22, 13.49986
736, 736, 1, 24, 23, 11.99986
737, 737, 1, 24, 24, 10.49991
738, 738, 1, 24, 25, 8.999949
739, 739, 1, 24, 26, 7.49995
740, 740, 1, 24, 27, 5.99991
741, 741, 1, 24, 28, 4.49984
742, 742, 1, 24, 29, 2.999799
743, 743, 1, 24, 30, 1.499883
744, 744, 1, 24, 31, 0.0
745, 745, 1, 25, 1, 60.0
746, 746, 1, 25, 2, 57.50018
747, 747, 1, 25, 3, 55.00022
748, 748, 1, 25, 4, 52.50021
749, 749, 1, 25, 5, 50.00021
750, 750, 1, 25, 6, 47.5002
751, 751, 1, 25, 7, 45.00016
752, 752, 1, 25, 8, 42.50013
753, 753, 1, 25, 9, 40.00016
754, 754, 1, 25, 10, 37.50023
755, 755, 1, 25, 11, 35.00028
756, 756, 1, 25, 12, 32.5003
757, 757, 1, 25, 13, 30.0003
758, 758, 1, 25, 14, 27.50029
759, 759, 1, 25, 15, 25.00034
760, 760, 1, 25, 16, 22.50039
761, 761, 1, 25, 17, 20.9998
762, 762, 1, 25, 18, 19.49994
763, 763, 1, 25, 19, 17.99995
764, 764, 1, 25, 20, 16.49999
765, 765, 1, 25, 21, 14.99999
766, 766, 1, 25, 22, 13.49988
767, 767, 1, 25, 23, 11.99977
768, 768, 1, 25, 24, 10.49973
769, 769, 1, 25, 25, 8.999767
770, 770, 1, 25, 26, 7.499807
771, 771, 1, 25, 27, 5.999817
772, 772, 1, 25, 28, 4.499801
773, 773, 1, 25, 29, 2.999811
774, 774, 1, 25, 30, 1.499928
775, 775, 1, 25, 31, 0.0
776, 776, 1, 26, 1, 60.0
777, 777, 1, 26, 2, 57.50018
778, 778, 1, 26, 3, 55.00022
779, 779, 1, 26, 4, 52.50023
780, 780, 1, 26, 5, 50.00024
781, 781, 1, 26, 6, 47.50027
782, 782, 1, 26, 7, 45.00027
783, 783, 1, 26, 8, 42.5002
784, 784, 1, 26, 9, 40.00016
785, 785, 1, 26, 10, 37.50016
786, 786, 1, 26, 11, 35.0002
787, 787, 1, 26, 12, 32.50023
788, 788, 1, 26, 13, 30.00023
789, 789, 1, 26, 14, 27.50025
790, 790, 1, 26, 15, 25.00033
791, 791, 1, 26, 16, 22.50039
792, 792, 1, 26, 17, 20.99978
793, 793, 1, 26, 18, 19.49994
794, 794, 1, 26, 19, 17.99999
795, 795, 1, 26, 20, 16.50004
796, 796, 1, 26, 21, 15.00007
797, 797, 1, 26, 22, 13.49998
798, 798, 1, 26, 23, 11.99979
799, 799, 1, 26, 24, 10.49963
800, 800, 1, 26, 25, 8.999606
801, 801, 1, 26, 26, 7.499662
802, 802, 1, 26, 27, 5.999731
803, 803, 1, 26, 28, 4.499776
804, 804, 1, 26, 29, 2.999836
805, 805, 1, 26, 30, 1.49999
806, 806, 1, 26, 31, 0.0
807, 807, 1, 27, 1, 60.0
808, 808, 1, 27, 2, 57.50017
809, 809, 1, 27, 3, 55.00022
810, 810, 1, 27, 4, 52.50024
811, 811, 1, 27, 5, 50.00026
812, 812, 1, 27, 6, 47.50032
813, 813, 1, 27, 7, 45.00037
814, 814, 1, 27, 8, 42.50033
815, 815, 1, 27, 9, 40.00023
816, 816, 1, 27, 10, 37.50015
817, 817, 1, 27, 11, 35.00014
818, 818, 1, 27, 12, 32.50015
819, 819, 1, 27, 13, 30.00016
820, 820, 1, 27, 14, 27.50019
821, 821, 1, 27, 15, 25.00031
822, 822, 1, 27, 16, 22.50039
823, 823, 1, 27, 17, 20.99976
824, 824, 1, 27, 18, 19.49993
825, 825, 1, 27, 19, 18.00001
826, 826, 1, 27, 20, 16.50002
827, 827, 1, 27, 21, 15.00005
828, 828, 1, 27, 22, 13.50005
829, 829, 1, 27, 23, 11.99991
830, 830, 1, 27, 24, 10.4997
831, 831, 1, 27, 25, 8.99959
832, 832, 1, 27, 26, 7.499607
833, 833, 1, 27, 27, 5.9997
834, 834, 1, 27, 28, 4.499795
835, 835, 1, 27, 29, 2.999893
836, 836, 1, 27, 30, 1.500077
837, 837, 1, 27, 31, 0.0
838, 838, 1, 28, 1, 60.0
839, 839, 1, 28, 2, 57.50016
840, 840, 1, 28, 3, 55.00019
841, 841, 1, 28, 4, 52.50024
842, 842, 1, 28, 5, 50.00031
843, 843, 1, 28, 6, 47.50036
844, 844, 1, 28, 7, 45.00041
845, 845, 1, 28, 8, 42.5004
846, 846, 1, 28, 9, 40.00032
847, 847, 1, 28, 10, 37.5002
848, 848, 1, 28, 11, 35.00012
849, 849, 1, 28, 12, 32.50011
850, 850, 1, 28, 13, 30.00012
851, 851, 1, 28, 14, 27.50016
852, 852, 1, 28, 15, 25.00032
853, 853, 1, 28, 16, 22.50039
854, 854, 1, 28, 17, 20.99972
855, 855, 1, 28, 18, 19.49988
856, 856, 1, 28, 19, 17.99998
857, 857, 1, 28, 20, 16.5
858, 858, 1, 28, 21, 14.99996
859, 859, 1, 28, 22, 13.5
860, 860, 1, 28, 23, 12.0
861, 861, 1, 28, 24, 10.4999
862, 862, 1, 28, 25, 8.99979
863, 863, 1, 28, 26, 7.499761
864, 864, 1, 28, 27, 5.999825
865, 865, 1, 28, 28, 4.499916
866, 866, 1, 28, 29, 3.000005
867, 867, 1, 28, 30, 1.500186
868, 868, 1, 28, 31, 0.0
869, 869, 1, 29, 1, 60.0
870, 870, 1, 29, 2, 57.50016
871, 871, 1, 29, 3, 55.00016
872, 872, 1, 29, 4, 52.50015
873, 873, 1, 29, 5, 50.00034
874, 874, 1, 29, 6, 47.50044
875, 875, 1, 29, 7, 45.00045
876, 876, 1, 29, 8, 42.50043
877, 877, 1, 29, 9, 40.00037
878, 878, 1, 29, 10, 37.50027
879, 879, 1, 29, 11, 35.00018
880, 880, 1, 29, 12, 32.50014
881, 881, 1, 29, 13, 30.00014
882, 882, 1, 29, 14, 27.50019
883, 883, 1, 29, 15, 25.00036
884, 884, 1, 29, 16, 22.50039
885, 885, 1, 29, 17, 20.9997
886, 886, 1, 29, 18, 19.4998
887, 887, 1, 29, 19, 17.99977
888, 888, 1, 29, 20, 16.49992
889, 889, 1, 29, 21, 14.99997
890, 890, 1, 29, 22, 13.50003
891, 891, 1, 29, 23, 12.00013
892, 892, 1, 29, 24, 10.50018
893, 893, 1, 29, 25, 9.000165
894, 894, 1, 29, 26, 7.500137
895, 895, 1, 29, 27, 6.000151
896, 896, 1, 29, 28, 4.500175
897, 897, 1, 29, 29, 3.000175
898, 898, 1, 29, 30, 1.500286
899, 899, 1, 29, 31, 0.0
900, 900, 1, 30, 1, 60.0
901, 901, 1, 30, 2, 57.50019
902, 902, 1, 30, 3, 55.00021
903, 903, 1, 30, 4, 52.5001
904, 904, 1, 30, 5, 50.00014
905, 905, 1, 30, 6, 47.50031
906, 906, 1, 30, 7, 45.00045
907, 907, 1, 30, 8, 42.50051
908, 908, 1, 30, 9, 40.0005
909, 909, 1, 30, 10, 37.50043
910, 910, 1, 30, 11, 35.00032
911, 911, 1, 30, 12, 32.50025
912, 912, 1, 30, 13, 30.00023
913, 913, 1, 30, 14, 27.50024
914, 914, 1, 30, 15, 25.00041
915, 915, 1, 30, 16, 22.50039
916, 916, 1, 30, 17, 20.99973
917, 917, 1, 30, 18, 19.49988
918, 918, 1, 30, 19, 17.99935
919, 919, 1, 30, 20, 16.49949
920, 920, 1, 30, 21, 14.99994
921, 921, 1, 30, 22, 13.50033
922, 922, 1, 30, 23, 12.00059
923, 923, 1, 30, 24, 10.50072
924, 924, 1, 30, 25, 9.000715
925, 925, 1, 30, 26, 7.500632
926, 926, 1, 30, 27, 6.000537
927, 927, 1, 30, 28, 4.500433
928, 928, 1, 30, 29, 3.000273
929, 929, 1, 30, 30, 1.500242
930, 930, 1, 30, 31, 0.0
931, 931, 1, 31, 1, 60.0
932, 932, 1, 31, 2, 57.50024
933, 933, 1, 31, 3, 55.00035
934, 934, 1, 31, 4, 52.50029
935, 935, 1, 31, 5, 50.00022
936, 936, 1, 31, 6, 47.50024
937, 937, 1, 31, 7, 45.00032
938, 938, 1, 31, 8, 42.5004
939, 939, 1, 31, 9, 40.00043
940, 940, 1, 31, 10, 37.50041
941, 941, 1, 31, 11, 35.00034
942, 942, 1, 31, 12, 32.50026
943, 943, 1, 31, 13, 30.0002
944, 944, 1, 31, 14, 27.50018
945, 945, 1, 31, 15, 25.00031
946, 946, 1, 31, 16, 22.50039
947, 947, 1, 31, 17, 20.99971
948, 948, 1, 31, 18, 19.50004
949, 949, 1, 31, 19, 18.00001
950, 950, 1, 31, 20, 16.49996
951, 951, 1, 31, 21, 15.00011
952, 952, 1, 31, 22, 13.50037
953, 953, 1, 31, 23, 12.00063
954, 954, 1, 31, 24, 10.50081
955, 955, 1, 31, 25, 9.000851
956, 956, 1, 31, 26, 7.500756
957, 957, 1, 31, 27, 6.000565
958, 958, 1, 31, 28, 4.500293
959, 959, 1, 31, 29, 2.999896
960, 960, 1, 31, 30, 1.499594
961, 961, 1, 31, 31, 0.0
